PSC;NAZEV;PLATI_OD;PLATI_DO
549 41;Èervenı Kostelec;01.07.2011 00:00:00;
549 46;Horní Radechová;01.07.2011 00:00:00;
549 47;Vıdejní místo Slatina nad Úpou;15.08.2014 00:00:00;
549 48;Studnice u Náchoda;01.07.2011 00:00:00;
549 52;Horní Adršpach;01.07.2011 00:00:00;
549 54;Police nad Metují;01.07.2011 00:00:00;
549 55;ïár nad Metují;01.07.2011 00:00:00;
549 56;Èeská Metuje;01.07.2011 00:00:00;
549 57;Teplice nad Metují;01.07.2011 00:00:00;
549 62;Suchı Dùl;01.07.2011 00:00:00;
549 63;Machov;01.07.2011 00:00:00;
549 64;Bezdìkov nad Metují;01.07.2011 00:00:00;
549 71;Šonov u Broumova;01.07.2011 00:00:00;
549 72;Otovice u Broumova;01.07.2011 00:00:00;
549 73;Martínkovice;01.07.2011 00:00:00;
549 74;Partner Boanov;15.08.2014 00:00:00;
549 81;Mezimìstí u Broumova 1;01.07.2011 00:00:00;
549 82;Vernéøovice;01.07.2011 00:00:00;
549 83;Mezimìstí u Broumova 3;01.07.2011 00:00:00;
549 84;Heømánkovice;01.07.2011 00:00:00;
550 01;Broumov 1;01.07.2011 00:00:00;
551 01;Jaromìø 1;01.07.2011 00:00:00;
551 02;Jaromìø 3;01.07.2011 00:00:00;
552 03;Èeská Skalice;01.07.2011 00:00:00;
552 04;Chvalkovice v Èechách;01.07.2011 00:00:00;
552 05;Hoøièky;01.07.2011 00:00:00;
552 11;Velichovky;01.07.2011 00:00:00;
552 12;Heømanice nad Labem;01.07.2011 00:00:00;
552 21;Rasošky;01.07.2011 00:00:00;
552 22;Jasenná;01.07.2011 00:00:00;
552 24;Velká Jesenice;01.07.2011 00:00:00;
552 25;Rychnovek;01.07.2011 00:00:00;
560 02;Èeská Tøebová 2;01.07.2011 00:00:00;
561 01;Hnátnice;01.07.2011 00:00:00;
561 02;Dolní Dobrouè;01.07.2011 00:00:00;
561 12;Brandıs nad Orlicí;01.07.2011 00:00:00;
561 13;Sudslava;01.07.2011 00:00:00;
561 14;Vıdejní místo Èeské Libchavy;15.08.2014 00:00:00;
561 15;Partner Sopotnice;15.08.2014 00:00:00;
561 16;Libchavy;01.07.2011 00:00:00;
561 17;Dlouhá Tøebová;01.07.2011 00:00:00;
561 18;Partner Nìmèice;15.08.2014 00:00:00;
561 22;Ostrov u Lanškrouna;01.07.2011 00:00:00;
561 23;Damníkov;01.07.2011 00:00:00;
561 24;Partner Tøebovice;15.08.2014 00:00:00;
561 25;Rudoltice;01.07.2011 00:00:00;
561 31;Tatenice;01.07.2011 00:00:00;
561 32;Cotkytle;01.07.2011 00:00:00;
561 33;Horní Heømanice v Èechách;01.07.2011 00:00:00;
561 34;Vıprachtice;01.07.2011 00:00:00;
561 41;Øetová;01.07.2011 00:00:00;
561 51;Letohrad;01.07.2011 00:00:00;
561 52;Vermìøovice;01.07.2011 00:00:00;
561 53;Dolní Èermná;01.07.2011 00:00:00;
561 54;Partner Bystøec;15.08.2014 00:00:00;
561 55;Orlièky;01.07.2011 00:00:00;
561 56;Horní Èermná;01.07.2011 00:00:00;
561 61;Èervená Voda 1;01.07.2011 00:00:00;
561 62;Vıdejní místo Èervená Voda;15.08.2014 00:00:00;
561 63;Nekoø;01.07.2011 00:00:00;
561 64;Jablonné nad Orlicí;01.07.2011 00:00:00;
561 65;Jamné nad Orlicí;01.07.2011 00:00:00;
561 66;Tìchonín;01.07.2011 00:00:00;
561 67;Mladkov;01.07.2011 00:00:00;
561 68;Vıdejní místo Lichkov;15.08.2014 00:00:00;
561 69;Králíky;01.07.2011 00:00:00;
561 70;Vıdejní místo Píseèná;15.08.2014 00:00:00;
561 81;Partner Kunvald;15.08.2014 00:00:00;
561 82;Partner Klášterec nad Orlicí;15.08.2014 00:00:00;
561 84;Líšnice;01.07.2011 00:00:00;
561 85;Èeská Rybná u amberka;01.07.2011 00:00:00;
561 86;Partner Záchlumí;15.08.2014 00:00:00;
562 01;Ústí nad Orlicí 1;01.07.2011 00:00:00;
562 03;Ústí nad Orlicí 3;01.07.2011 00:00:00;
562 04;Ústí nad Orlicí 4;01.07.2011 00:00:00;
562 06;Ústí nad Orlicí 6;01.07.2011 00:00:00;
563 01;Lanškroun;01.07.2011 00:00:00;
564 01;amberk;01.07.2011 00:00:00;
565 01;Choceò 1;01.07.2011 00:00:00;
565 42;Vraclav;01.07.2011 00:00:00;
565 43;Zámrsk;01.07.2011 00:00:00;
565 44;Sruby;01.07.2011 00:00:00;
565 52;Èeské Heømanice;01.07.2011 00:00:00;
565 53;Sloupnice;01.07.2011 00:00:00;
565 55;VM Hrušová;01.07.2011 00:00:00;
566 01;Vysoké Mıto;01.07.2011 00:00:00;
568 02;Svitavy 2;01.07.2011 00:00:00;
569 01;Hradec nad Svitavou;01.07.2011 00:00:00;
569 02;Bøezová nad Svitavou;01.07.2011 00:00:00;
569 03;Rozhraní;01.07.2011 00:00:00;
569 04;Brnìnec;01.07.2011 00:00:00;
569 05;Bìlá nad Svitavou;01.07.2011 00:00:00;
569 06;Vítìjeves;01.07.2011 00:00:00;
569 07;Radimìø;01.07.2011 00:00:00;
569 11;Koclíøov u Svitav;01.07.2011 00:00:00;
569 12;Opatov v Èechách;01.07.2011 00:00:00;
569 14;Vendolí;01.07.2011 00:00:00;
569 21;Moravská Tøebová 3;01.07.2011 00:00:00;
569 22;Køenov;01.07.2011 00:00:00;
569 23;Bøezina u Moravské Tøebové;15.08.2014 00:00:00;
569 24;Kunèina;01.07.2011 00:00:00;
569 32;Staré Mìsto u Moravské Tøebové;15.08.2014 00:00:00;
569 33;Tøebaøov;01.07.2011 00:00:00;
569 34;Rychnov na Moravì;01.07.2011 00:00:00;
569 35;Mladìjov na Moravì;01.07.2011 00:00:00;
569 41;Mìsteèko Trnávka;01.07.2011 00:00:00;
569 42;Chornice;01.07.2011 00:00:00;
569 43;Jevíèko;01.07.2011 00:00:00;
569 44;Jaromìøice u Jevíèka;01.07.2011 00:00:00;
569 45;Biskupice u Jevíèka;01.07.2011 00:00:00;
569 51;Morašice u Litomyšle;01.07.2011 00:00:00;
569 53;Cerekvice nad Louènou;01.07.2011 00:00:00;
569 55;Janov u Litomyšle;01.07.2011 00:00:00;
569 56;Èistá u Litomyšle;01.07.2011 00:00:00;
569 57;Trstìnice u Litomyšle;01.07.2011 00:00:00;
569 61;Dolní Újezd u Litomyšle;01.07.2011 00:00:00;
569 62;Sebranice u Litomyšle;01.07.2011 00:00:00;
569 63;Lubná u Polièky;01.07.2011 00:00:00;
569 65;Budislav u Litomyšle;01.07.2011 00:00:00;
569 66;Jarošov u Litomyšle;01.07.2011 00:00:00;
569 67;Osík u Litomyšle;01.07.2011 00:00:00;
569 71;Pomezí;01.07.2011 00:00:00;
569 72;Rohozná u Polièky;01.07.2011 00:00:00;
569 73;Svojanov;01.07.2011 00:00:00;
569 74;Trpín;01.07.2011 00:00:00;
569 82;Borová u Polièky;01.07.2011 00:00:00;
569 91;Jedlová u Polièky;01.07.2011 00:00:00;
569 92;Bystré u Polièky;01.07.2011 00:00:00;
569 93;Korouhev;01.07.2011 00:00:00;
569 94;Telecí;01.07.2011 00:00:00;
570 01;Litomyšl;01.07.2011 00:00:00;
571 01;Moravská Tøebová 1;01.07.2011 00:00:00;
572 01;Polièka;01.07.2011 00:00:00;
580 01;Havlíèkùv Brod 1;01.07.2011 00:00:00;
582 21;Pohled;01.07.2011 00:00:00;
582 22;Pøibyslav;01.07.2011 00:00:00;
582 23;Havlíèkova Borová;01.07.2011 00:00:00;
582 24;Oudoleò;01.07.2011 00:00:00;
582 31;Okrouhlice;01.07.2011 00:00:00;
582 32;Lipnice nad Sázavou;01.07.2011 00:00:00;
582 33;Dolní Mìsto;01.07.2011 00:00:00;
582 34;Krásná Hora u Havlíèkova Brodu;15.08.2014 00:00:00;
582 35;Luèice;01.07.2011 00:00:00;
582 41;Skuhrov u Havlíèkova Brodu;15.08.2014 00:00:00;
582 42;Kámen u Habrù;01.07.2011 00:00:00;
582 43;Tis u Chotìboøe;01.07.2011 00:00:00;
582 44;Sázavka;01.07.2011 00:00:00;
582 45;Uhelná Pøíbram;01.07.2011 00:00:00;
582 51;Šlapanov;01.07.2011 00:00:00;
582 52;Vìnice u Havlíèkova Brodu;15.08.2014 00:00:00;
582 53;Štoky;01.07.2011 00:00:00;
582 54;Úsobí;01.07.2011 00:00:00;
582 55;Herálec u Havlíèkova Brodu;15.08.2014 00:00:00;
582 56;Vì;01.07.2011 00:00:00;
582 57;Lípa u Havlíèkova Brodu;01.07.2011 00:00:00;
582 61;Èeská Bìlá;01.07.2011 00:00:00;
582 62;Sobíòov;01.07.2011 00:00:00;
582 63;dírec nad Doubravou;01.07.2011 00:00:00;
582 64;Vıdejní místo Horní Studenec;15.08.2014 00:00:00;
582 65;Slavíkov;01.07.2011 00:00:00;
582 66;Krucemburk;01.07.2011 00:00:00;
582 71;Dolní Krupá u Havlíèkova Brodu;15.08.2014 00:00:00;
582 72;Rozsochatec;01.07.2011 00:00:00;
582 73;Nová Ves u Chotìboøe;01.07.2011 00:00:00;
582 74;Jeøišno;01.07.2011 00:00:00;
582 76;Maleè;01.07.2011 00:00:00;
582 77;Libice nad Doubravou;01.07.2011 00:00:00;
582 81;Habry;01.07.2011 00:00:00;
582 82;Golèùv Jeníkov;01.07.2011 00:00:00;
582 83;Vilémov u Golèova Jeníkova;15.08.2014 00:00:00;
582 86;Leština u Svìtlé nad Sázavou;15.08.2014 00:00:00;
582 87;Èíhoš;01.07.2011 00:00:00;
582 91;Svìtlá nad Sázavou;01.07.2011 00:00:00;
582 92;Kamenná Lhota;01.07.2011 00:00:00;
582 93;Kolí;01.07.2011 00:00:00;
582 94;Hnìvkovice u Ledèe nad Sázavou;15.08.2014 00:00:00;
583 01;Chotìboø;01.07.2011 00:00:00;
584 01;Ledeè nad Sázavou;01.07.2011 00:00:00;
586 01;Jihlava 1;01.07.2011 00:00:00;
586 02;Jihlava 2;01.07.2011 00:00:00;
586 03;Jihlava 3;01.07.2011 00:00:00;
588 01;Smrèná;01.07.2011 00:00:00;
588 05;Dušejov;01.07.2011 00:00:00;
588 11;Støíte u Jihlavy;01.07.2011 00:00:00;
588 12;Dobronín;01.07.2011 00:00:00;
588 13;Polná;01.07.2011 00:00:00;
588 21;Velkı Beranov;01.07.2011 00:00:00;
588 22;Luka nad Jihlavou;01.07.2011 00:00:00;
588 23;Kamenice u Jihlavy;01.07.2011 00:00:00;
588 24;Øehoøov;01.07.2011 00:00:00;
588 25;Jersín;01.07.2011 00:00:00;
588 26;Zhoø u Jihlavy;01.07.2011 00:00:00;
588 27;Jamné u Jihlavy;01.07.2011 00:00:00;
588 31;Puklice;01.07.2011 00:00:00;
588 32;Brtnice;01.07.2011 00:00:00;
588 33;Stonaøov;01.07.2011 00:00:00;
588 34;Vıdejní místo Dlouhá Brtnice;15.08.2014 00:00:00;
588 35;Vílanec;01.07.2011 00:00:00;
588 41;Vyskytná nad Jihlavou;01.07.2011 00:00:00;
588 42;Vìtrnı Jeníkov;01.07.2011 00:00:00;
588 44;Rohozná u Jihlavy;01.07.2011 00:00:00;
588 45;Dolní Cerekev;01.07.2011 00:00:00;
588 51;Batelov;01.07.2011 00:00:00;
588 52;Horní Dubenky;01.07.2011 00:00:00;
588 54;Mrákotín;01.07.2011 00:00:00;
588 56;Telè;01.07.2011 00:00:00;
588 61;Kostelec u Jihlavy;01.07.2011 00:00:00;
588 62;Urbanov;01.07.2011 00:00:00;
588 64;Krasonice;01.07.2011 00:00:00;
588 65;Nová Øíše;01.07.2011 00:00:00;
588 66;Rozseè;01.07.2011 00:00:00;
588 67;Stará Øíše;01.07.2011 00:00:00;
589 01;Tøeš;01.07.2011 00:00:00;
591 01;ïár nad Sázavou 1;01.07.2011 00:00:00;
591 02;ïár nad Sázavou 2;01.07.2011 00:00:00;
592 01;Herálec pod ákovou horou;01.07.2011 00:00:00;
592 02;Svratka;01.07.2011 00:00:00;
592 03;Snìné;01.07.2011 00:00:00;
592 04;Fryšava pod ákovou horou;01.07.2011 00:00:00;
592 11;Velká Losenice;01.07.2011 00:00:00;
592 12;Níkov;01.07.2011 00:00:00;
592 13;Bohdalov;01.07.2011 00:00:00;
592 14;Nové Veselí;01.07.2011 00:00:00;
592 21;Škrdlovice;01.07.2011 00:00:00;
592 31;Nové Mìsto na Moravì;01.07.2011 00:00:00;
592 32;Jámy;01.07.2011 00:00:00;
592 33;Radešínská Svratka;01.07.2011 00:00:00;
592 41;Daleèín;01.07.2011 00:00:00;
592 42;Jimramov;01.07.2011 00:00:00;
592 44;Vìcov;01.07.2011 00:00:00;
592 45;Lísek u Bystøice nad Pernštejnem;15.08.2014 00:00:00;
592 51;Dolní Roínka;01.07.2011 00:00:00;
592 52;Roná;01.07.2011 00:00:00;
592 53;Stráek;01.07.2011 00:00:00;
592 54;Moravec;01.07.2011 00:00:00;
592 55;Bobrová;01.07.2011 00:00:00;
592 56;Zvole nad Pernštejnem;01.07.2011 00:00:00;
592 57;Rozsochy;01.07.2011 00:00:00;
592 61;Doubravník;01.07.2011 00:00:00;
592 62;Nedvìdice;01.07.2011 00:00:00;
592 63;Štìpánov nad Svratkou;01.07.2011 00:00:00;
592 64;Prosetín u Bystøice nad Pernštejnem;15.08.2014 00:00:00;
592 65;Roveèné;01.07.2011 00:00:00;
592 66;Vír;01.07.2011 00:00:00;
593 01;Bystøice nad Pernštejnem;01.07.2011 00:00:00;
594 01;Velké Meziøíèí;01.07.2011 00:00:00;
594 41;Uhøínov;01.07.2011 00:00:00;
594 42;Mìøín;01.07.2011 00:00:00;
594 44;Radostín nad Oslavou;01.07.2011 00:00:00;
594 45;Ostrov nad Oslavou;01.07.2011 00:00:00;
594 51;Køianov;01.07.2011 00:00:00;
594 52;Oøechov u Vel.Meziøíèí;01.07.2011 00:00:00;
594 53;Osová Bítıška;01.07.2011 00:00:00;
594 54;Køoví;01.07.2011 00:00:00;
594 55;Dolní Louèky;01.07.2011 00:00:00;
594 56;ïárec;01.07.2011 00:00:00;
594 57;Vidonín;01.07.2011 00:00:00;
594 61;Bory;01.07.2011 00:00:00;
595 01;Velká Bíteš;01.07.2011 00:00:00;
602 00;Brno 2;01.07.2011 00:00:00;
603 00;Brno 3;01.07.2011 00:00:00;
612 00;Brno 12;01.07.2011 00:00:00;
613 00;Brno 13;01.07.2011 00:00:00;
614 00;Brno 14;01.07.2011 00:00:00;
615 00;Brno 15;01.07.2011 00:00:00;
616 00;Brno 16;01.07.2011 00:00:00;
617 00;Brno 17;01.07.2011 00:00:00;
618 00;Brno 18;01.07.2011 00:00:00;
619 00;Brno 19;01.07.2011 00:00:00;
620 00;Brno 20;01.07.2011 00:00:00;
621 00;Brno 21;01.07.2011 00:00:00;
623 00;Brno 23;01.07.2011 00:00:00;
624 00;Brno 24;01.07.2011 00:00:00;
625 00;Brno 25;01.07.2011 00:00:00;
627 00;Brno 27;01.07.2011 00:00:00;
628 00;Brno 28;01.07.2011 00:00:00;
634 00;Brno 34;01.07.2011 00:00:00;
635 00;Brno 35;01.07.2011 00:00:00;
636 00;Brno 36;01.07.2011 00:00:00;
637 00;Brno 37;01.07.2011 00:00:00;
638 00;Brno 38;01.07.2011 00:00:00;
639 00;Brno 39;01.07.2011 00:00:00;
641 00;Brno 41;01.07.2011 00:00:00;
642 00;Brno 42;01.07.2011 00:00:00;
643 00;Brno 43;01.07.2011 00:00:00;
644 00;Brno 44;01.07.2011 00:00:00;
664 01;Bílovice nad Svitavou;01.07.2011 00:00:00;
664 02;Ochoz u Brna;01.07.2011 00:00:00;
664 03;Podolí u Brna;01.07.2011 00:00:00;
664 04;Mokrá;01.07.2011 00:00:00;
664 05;Tvaroná;01.07.2011 00:00:00;
664 06;Vinièné Šumice;01.07.2011 00:00:00;
664 07;Pozoøice;01.07.2011 00:00:00;
664 08;Blaovice;01.07.2011 00:00:00;
664 11;Zbıšov u Brna;01.07.2011 00:00:00;
664 12;Oslavany;01.07.2011 00:00:00;
664 17;Tetèice;01.07.2011 00:00:00;
664 23;Èebín;01.07.2011 00:00:00;
664 24;Drásov;01.07.2011 00:00:00;
664 31;Lelekovice;01.07.2011 00:00:00;
664 32;Vranov u Brna;01.07.2011 00:00:00;
664 34;Kuøim;01.07.2011 00:00:00;
664 41;Troubsko;01.07.2011 00:00:00;
664 42;Modøice;01.07.2011 00:00:00;
664 43;elešice;01.07.2011 00:00:00;
664 44;Oøechov u Brna;01.07.2011 00:00:00;
664 46;Partner Prštice;15.08.2014 00:00:00;
664 47;Støelice u Brna;01.07.2011 00:00:00;
664 48;Moravany u Brna;01.07.2011 00:00:00;
664 49;Ostopovice;01.07.2011 00:00:00;
664 51;Šlapanice u Brna;01.07.2011 00:00:00;
664 52;Sokolnice;01.07.2011 00:00:00;
664 53;Újezd u Brna;01.07.2011 00:00:00;
664 54;Tìšany;01.07.2011 00:00:00;
664 55;Moutnice;01.07.2011 00:00:00;
664 56;Bluèina;01.07.2011 00:00:00;
664 57;Mìnín;01.07.2011 00:00:00;
664 58;Prace;01.07.2011 00:00:00;
664 59;Telnice u Brna;01.07.2011 00:00:00;
664 61;Rajhrad;01.07.2011 00:00:00;
664 62;Hrušovany u Brna;01.07.2011 00:00:00;
664 63;abèice;01.07.2011 00:00:00;
664 64;Dolní Kounice;01.07.2011 00:00:00;
664 65;Malešovice;01.07.2011 00:00:00;
664 66;Nìmèièky u idlochovic;01.07.2011 00:00:00;
664 67;Syrovice;01.07.2011 00:00:00;
664 71;Veverská Bítıška;01.07.2011 00:00:00;
664 75;Deblín;01.07.2011 00:00:00;
664 81;Ostrovaèice;01.07.2011 00:00:00;
664 82;Øíèany u Brna;01.07.2011 00:00:00;
664 83;Domašov u Brna;01.07.2011 00:00:00;
664 84;Zastávka u Brna;01.07.2011 00:00:00;
664 88;Zbraslav u Brna;01.07.2011 00:00:00;
664 91;Ivanèice;01.07.2011 00:00:00;
665 01;Rosice u Brna;01.07.2011 00:00:00;
666 01;Tišnov 1;01.07.2011 00:00:00;
666 02;Pøedklášteøí;01.07.2011 00:00:00;
666 03;Tišnov 3;01.07.2011 00:00:00;
667 01;idlochovice;01.07.2011 00:00:00;
669 02;Znojmo 2;01.07.2011 00:00:00;
669 04;Znojmo 4;01.07.2011 00:00:00;
671 01;Citonice;01.07.2011 00:00:00;
671 02;Šumná;01.07.2011 00:00:00;
671 03;Vranov nad Dyjí;01.07.2011 00:00:00;
671 06;Šafov;01.07.2011 00:00:00;
671 07;Uherèice u Znojma;01.07.2011 00:00:00;
671 10;Vıdejní místo Bítov;15.08.2014 00:00:00;
671 22;Šatov;01.07.2011 00:00:00;
671 24;Vrbovec;01.07.2011 00:00:00;
671 25;Hodonice;01.07.2011 00:00:00;
671 26;Dyjákovice;01.07.2011 00:00:00;
671 27;Hrádek u Znojma;01.07.2011 00:00:00;
671 28;Jaroslavice;01.07.2011 00:00:00;
671 29;Strachotice;01.07.2011 00:00:00;
671 31;Únanov;01.07.2011 00:00:00;
671 32;Plaveè u Znojma;01.07.2011 00:00:00;
671 33;Mikulovice u Znojma;01.07.2011 00:00:00;
671 34;Horní Dunajovice;01.07.2011 00:00:00;
671 38;Višòové u Znojma;01.07.2011 00:00:00;
671 39;Vıdejní místo Bìhaøovice;15.08.2014 00:00:00;
671 40;Tavíkovice;01.07.2011 00:00:00;
671 42;Vémyslice;01.07.2011 00:00:00;
671 51;Kravsko;01.07.2011 00:00:00;
671 52;Hluboké Mašùvky;01.07.2011 00:00:00;
671 53;Jevišovice;01.07.2011 00:00:00;
671 54;Hostim;01.07.2011 00:00:00;
671 55;Blíkovice;01.07.2011 00:00:00;
671 56;Grešlové Mıto;01.07.2011 00:00:00;
671 61;Prosimìøice;01.07.2011 00:00:00;
671 62;Oleksovice;01.07.2011 00:00:00;
671 63;Partner Lechovice;15.08.2014 00:00:00;
671 64;Boice;01.07.2011 00:00:00;
671 65;Bøeany u Znojma;01.07.2011 00:00:00;
671 67;Hrušovany nad Jevišovkou;01.07.2011 00:00:00;
671 68;Hrabìtice;01.07.2011 00:00:00;
671 69;Hevlín;01.07.2011 00:00:00;
671 71;Hostìradice;01.07.2011 00:00:00;
671 72;Miroslav;01.07.2011 00:00:00;
671 73;Tulešice;01.07.2011 00:00:00;
671 75;Lodìnice u Moravského Krumlova;15.08.2014 00:00:00;
671 76;Olbramovice u Moravského Krumlova;15.08.2014 00:00:00;
671 77;Branišovice;01.07.2011 00:00:00;
671 78;Jiøice u Miroslavi;01.07.2011 00:00:00;
671 81;Znojmo 5;01.07.2011 00:00:00;
671 82;Dobšice;01.07.2011 00:00:00;
672 01;Moravskı Krumlov;01.07.2011 00:00:00;
674 01;Tøebíè 1;01.07.2011 00:00:00;
675 01;Vladislav;01.07.2011 00:00:00;
675 02;Konìšín;01.07.2011 00:00:00;
675 03;Budišov u Tøebíèe;01.07.2011 00:00:00;
675 04;Hodov;01.07.2011 00:00:00;
675 05;Rudíkov;01.07.2011 00:00:00;
675 06;Vıdejní místo Benetice;15.08.2014 00:00:00;
675 07;Èechtín;01.07.2011 00:00:00;
675 08;Kouty u Tøebíèe;01.07.2011 00:00:00;
675 21;Okøíšky;01.07.2011 00:00:00;
675 22;Staøeè;01.07.2011 00:00:00;
675 23;Kojetice na Moravì;01.07.2011 00:00:00;
675 24;Èáslavice;01.07.2011 00:00:00;
675 25;Rokytnice nad Rokytnou;01.07.2011 00:00:00;
675 26;eletava;01.07.2011 00:00:00;
675 27;Pøedín;01.07.2011 00:00:00;
675 28;Opatov na Moravì;01.07.2011 00:00:00;
675 29;Knìice u Tøebíèe;01.07.2011 00:00:00;
675 31;Jemnice;01.07.2011 00:00:00;
675 32;Tøebelovice;01.07.2011 00:00:00;
675 33;Dešov;01.07.2011 00:00:00;
675 34;Police u Jemnice;01.07.2011 00:00:00;
675 41;Nové Syrovice;01.07.2011 00:00:00;
675 42;Budkov;01.07.2011 00:00:00;
675 43;Domamil;01.07.2011 00:00:00;
675 44;Lesonice;01.07.2011 00:00:00;
675 45;Šebkovice;01.07.2011 00:00:00;
675 50;Dukovany-elektrárna;01.07.2011 00:00:00;
675 51;Jaromìøice nad Rokytnou;01.07.2011 00:00:00;
675 52;Lipník u Hrotovic;01.07.2011 00:00:00;
675 53;Valeè u Hrotovic;01.07.2011 00:00:00;
675 54;Dalešice;01.07.2011 00:00:00;
675 55;Hrotovice;01.07.2011 00:00:00;
675 56;Dukovany;01.07.2011 00:00:00;
675 57;Rouchovany;01.07.2011 00:00:00;
675 59;Radkovice u Hrotovic;01.07.2011 00:00:00;
675 60;Mysliboøice;01.07.2011 00:00:00;
675 71;Námìš nad Oslavou;01.07.2011 00:00:00;
675 73;Rapotice;01.07.2011 00:00:00;
675 74;Bøezník;01.07.2011 00:00:00;
675 75;Mohelno;01.07.2011 00:00:00;
675 76;Hartvíkovice;01.07.2011 00:00:00;
675 77;Kramolín-vodní dílo;01.07.2011 00:00:00;
675 78;Èikov;01.07.2011 00:00:00;
675 79;Tasov;01.07.2011 00:00:00;
676 02;Moravské Budìjovice 2;01.07.2011 00:00:00;
678 01;Blansko 1;01.07.2011 00:00:00;
679 01;Skalice nad Svitavou;01.07.2011 00:00:00;
679 02;Rájec-Jestøebí;01.07.2011 00:00:00;
679 03;Olomuèany;01.07.2011 00:00:00;
679 04;Adamov 1;01.07.2011 00:00:00;
679 05;Køtiny;01.07.2011 00:00:00;
679 06;Jedovnice;01.07.2011 00:00:00;
679 07;Kotvrdovice;01.07.2011 00:00:00;
679 11;Doubravice nad Svitavou;01.07.2011 00:00:00;
679 13;Sloup v Moravském Krasu;01.07.2011 00:00:00;
679 14;Ostrov u Macochy;01.07.2011 00:00:00;
679 15;Lipovec u Blanska;01.07.2011 00:00:00;
679 21;Èerná Hora;01.07.2011 00:00:00;
679 22;Lipùvka;01.07.2011 00:00:00;
679 23;Lomnice u Tišnova;01.07.2011 00:00:00;
679 24;Vıdejní místo Unín;15.08.2014 00:00:00;
679 31;Sebranice u Boskovic;01.07.2011 00:00:00;
679 32;Svitávka;01.07.2011 00:00:00;
679 33;Vísky u Letovic;01.07.2011 00:00:00;
679 34;Knínice u Boskovic;01.07.2011 00:00:00;
679 35;Šebetov;01.07.2011 00:00:00;
679 36;Vanovice;01.07.2011 00:00:00;
679 37;Borotín u Boskovic;01.07.2011 00:00:00;
679 38;Cetkovice;01.07.2011 00:00:00;
679 39;Úsobrno;01.07.2011 00:00:00;
679 51;Nìmèice u Boskovic;01.07.2011 00:00:00;
679 52;ïárná;01.07.2011 00:00:00;
679 53;Benešov u Boskovic;01.07.2011 00:00:00;
679 61;Letovice;01.07.2011 00:00:00;
679 62;Køetín;01.07.2011 00:00:00;
679 63;Velké Opatovice;01.07.2011 00:00:00;
679 71;Lysice;01.07.2011 00:00:00;
679 72;Kunštát na Moravì;01.07.2011 00:00:00;
679 73;Rozseè nad Kunštátem;01.07.2011 00:00:00;
679 74;Olešnice na Moravì;01.07.2011 00:00:00;
679 75;Vıdejní místo Èernovice;15.08.2014 00:00:00;
679 76;Drnovice u Lysic;01.07.2011 00:00:00;
680 01;Boskovice;01.07.2011 00:00:00;
682 01;Vyškov 1;01.07.2011 00:00:00;
683 01;Rousínov u Vyškova;01.07.2011 00:00:00;
683 03;Luleè;01.07.2011 00:00:00;
683 04;Drnovice;01.07.2011 00:00:00;
683 05;Raèice-Pístovice;01.07.2011 00:00:00;
683 08;Studnice u Vyškova;01.07.2011 00:00:00;
683 21;Pustimìø;01.07.2011 00:00:00;
683 23;Ivanovice na Hané;01.07.2011 00:00:00;
683 33;Nesovice;01.07.2011 00:00:00;
683 34;Nemotice;01.07.2011 00:00:00;
683 35;Letonice u Vyškova;01.07.2011 00:00:00;
683 41;Bohdalice;01.07.2011 00:00:00;
683 51;Holubice;01.07.2011 00:00:00;
683 52;Køenovice u Slavkova;01.07.2011 00:00:00;
683 54;Otnice;01.07.2011 00:00:00;
684 01;Slavkov u Brna;01.07.2011 00:00:00;
685 01;Buèovice;01.07.2011 00:00:00;
686 01;Uherské Hradištì 1;01.07.2011 00:00:00;
686 03;Staré Mìsto u Uherského Hradištì;15.08.2014 00:00:00;
686 04;Kunovice;01.07.2011 00:00:00;
686 05;Uherské Hradištì 5;01.07.2011 00:00:00;
686 06;Uherské Hradištì 6;01.07.2011 00:00:00;
686 09;Míkovice;03.07.2015 00:00:00;
687 03;Babice u Uherského Hradištì;15.08.2014 00:00:00;
687 04;Traplice;01.07.2011 00:00:00;
687 05;Jalubí;01.07.2011 00:00:00;
687 06;Velehrad;01.07.2011 00:00:00;
687 07;Tupesy;01.07.2011 00:00:00;
687 08;Buchlovice;01.07.2011 00:00:00;
687 09;Boršice u Buchlovic;01.07.2011 00:00:00;
687 10;Zlechov;01.07.2011 00:00:00;
687 11;Topolná;01.07.2011 00:00:00;
687 12;Bílovice u Uherského Hradištì;15.08.2014 00:00:00;
687 13;Bøezolupy;01.07.2011 00:00:00;
687 22;Ostroská Nová Ves;01.07.2011 00:00:00;
687 23;Ostroská Lhota;01.07.2011 00:00:00;
687 24;Uherskı Ostroh;01.07.2011 00:00:00;
687 25;Hluk;01.07.2011 00:00:00;
687 31;Šumice;01.07.2011 00:00:00;
687 32;Nezdenice;01.07.2011 00:00:00;
687 33;Hradèovice;01.07.2011 00:00:00;
687 34;Uherskı Brod 3;01.07.2011 00:00:00;
687 37;Polešovice;01.07.2011 00:00:00;
687 38;Nedakonice;01.07.2011 00:00:00;
687 41;Medlovice;01.07.2011 00:00:00;
687 42;Osvìtimany;01.07.2011 00:00:00;
687 51;Nivnice;01.07.2011 00:00:00;
687 52;Korytná;01.07.2011 00:00:00;
687 53;Suchá Loz;01.07.2011 00:00:00;
