PSC;NAZEV;PLATI_OD;PLATI_DO
335 03;Nepomuk 3;01.07.2011 00:00:00;
335 41;Vrèeò;01.07.2011 00:00:00;
335 43;Doice;01.07.2011 00:00:00;
335 44;Kasejovice;01.07.2011 00:00:00;
335 46;Oselce;01.07.2011 00:00:00;
335 47;Nekvasovy;01.07.2011 00:00:00;
335 51;Mìcholupy u Blovic;01.07.2011 00:00:00;
335 54;inkovy;01.07.2011 00:00:00;
335 55;Neurazy;01.07.2011 00:00:00;
335 61;Spálené Poøíèí;01.07.2011 00:00:00;
335 63;Nové Mitrovice;01.07.2011 00:00:00;
335 64;Èíkov u Blovic;01.07.2011 00:00:00;
336 01;Blovice;01.07.2011 00:00:00;
337 01;Rokycany 1;01.07.2011 00:00:00;
338 01;Holoubkov;01.07.2011 00:00:00;
338 05;Mıto v Èechách;01.07.2011 00:00:00;
338 06;Cheznovice;01.07.2011 00:00:00;
338 08;Zbiroh;01.07.2011 00:00:00;
338 21;Osek u Rokycan;01.07.2011 00:00:00;
338 22;Volduchy;01.07.2011 00:00:00;
338 24;Bøasy 1;01.07.2011 00:00:00;
338 28;Radnice u Rokycan;01.07.2011 00:00:00;
338 41;Klabava;01.07.2011 00:00:00;
338 42;Hrádek u Rokycan;01.07.2011 00:00:00;
338 43;Mirošov 1;01.07.2011 00:00:00;
338 44;Dobøív;01.07.2011 00:00:00;
338 45;Strašice;01.07.2011 00:00:00;
339 01;Klatovy 1;01.07.2011 00:00:00;
340 04;elezná Ruda;01.07.2011 00:00:00;
340 12;Švihov;01.07.2011 00:00:00;
340 21;Janovice nad Úhlavou;01.07.2011 00:00:00;
340 22;Nırsko;01.07.2011 00:00:00;
340 34;Plánice;01.07.2011 00:00:00;
341 01;Horaïovice;01.07.2011 00:00:00;
341 42;Kolinec;01.07.2011 00:00:00;
341 51;Velkı Bor;01.07.2011 00:00:00;
341 92;Kašperské Hory;01.07.2011 00:00:00;
342 01;Sušice 1;01.07.2011 00:00:00;
344 01;Domalice 1;01.07.2011 00:00:00;
345 01;Mrákov;01.07.2011 00:00:00;
345 02;Kout na Šumavì;01.07.2011 00:00:00;
345 06;Kdynì;01.07.2011 00:00:00;
345 07;Všeruby u Kdynì;01.07.2011 00:00:00;
345 09;Pocinovice;01.07.2011 00:00:00;
345 21;Meclov;01.07.2011 00:00:00;
345 22;Pobìovice;01.07.2011 00:00:00;
345 25;Hostouò u Horšovského Tına;15.08.2014 00:00:00;
345 26;Bìlá nad Radbuzou;01.07.2011 00:00:00;
345 32;Èeská Kubice;01.07.2011 00:00:00;
345 33;Trhanov;01.07.2011 00:00:00;
345 34;Klenèí pod Èerchovem;01.07.2011 00:00:00;
345 35;Postøekov;01.07.2011 00:00:00;
345 43;Koloveè;01.07.2011 00:00:00;
345 45;Blíejov;01.07.2011 00:00:00;
345 61;Staòkov;01.07.2011 00:00:00;
345 62;Holıšov;01.07.2011 00:00:00;
346 01;Horšovskı Tın;01.07.2011 00:00:00;
347 01;Tachov 1;01.07.2011 00:00:00;
348 01;Staré Sedlištì;01.07.2011 00:00:00;
348 02;Bor u Tachova;01.07.2011 00:00:00;
348 06;Pøimda;01.07.2011 00:00:00;
348 13;Chodová Planá;01.07.2011 00:00:00;
348 15;Planá u Mariánskıch Lázní;01.07.2011 00:00:00;
349 01;Støíbro;01.07.2011 00:00:00;
349 52;Konstantinovy Láznì;01.07.2011 00:00:00;
349 53;Bezdruice;01.07.2011 00:00:00;
349 58;Èernošín;01.07.2011 00:00:00;
349 61;Kladruby u Støíbra;01.07.2011 00:00:00;
349 72;Trpísty;01.07.2011 00:00:00;
350 02;Cheb 2;01.07.2011 00:00:00;
351 01;Františkovy Láznì;01.07.2011 00:00:00;
351 24;Hranice u Aše;01.07.2011 00:00:00;
351 31;Libá;01.07.2011 00:00:00;
351 32;Hazlov;01.07.2011 00:00:00;
351 34;Skalná;01.07.2011 00:00:00;
351 35;Plesná u Chebu;01.07.2011 00:00:00;
351 37;Luby u Chebu;01.07.2011 00:00:00;
352 01;Aš 1;01.07.2011 00:00:00;
353 01;Mariánské Láznì 1;01.07.2011 00:00:00;
354 91;Láznì Kynvart;01.07.2011 00:00:00;
354 93;Dolní andov;01.07.2011 00:00:00;
356 01;Sokolov 1;01.07.2011 00:00:00;
356 04;Dolní Rychnov;01.07.2011 00:00:00;
357 01;Rotava 1;01.07.2011 00:00:00;
357 03;Svatava;01.07.2011 00:00:00;
357 05;Jindøichovice v Krušnıch horách;15.08.2014 00:00:00;
357 07;Oloví;01.07.2011 00:00:00;
357 08;Krajková;01.07.2011 00:00:00;
357 09;Habartov;01.07.2011 00:00:00;
357 31;Horní Slavkov;01.07.2011 00:00:00;
357 33;Loket;01.07.2011 00:00:00;
357 34;Nové Sedlo u Lokte;01.07.2011 00:00:00;
357 35;Chodov u Karlovıch Var 1;01.07.2011 00:00:00;
357 51;Kynšperk nad Ohøí;01.07.2011 00:00:00;
357 55;Bukovany u Sokolova;01.07.2011 00:00:00;
358 01;Kraslice;01.07.2011 00:00:00;
360 01;Karlovy Vary 1;01.07.2011 00:00:00;
360 04;Karlovy Vary 4;01.07.2011 00:00:00;
360 05;Karlovy Vary 5;01.07.2011 00:00:00;
360 06;Karlovy Vary 6;01.07.2011 00:00:00;
360 07;Karlovy Vary 7;01.07.2011 00:00:00;
360 10;Karlovy Vary 10;01.07.2011 00:00:00;
360 17;Karlovy Vary 17;01.07.2011 00:00:00;
360 18;Karlovy Vary 18;01.07.2011 00:00:00;
362 21;Nejdek 1;01.07.2011 00:00:00;
362 22;Nejdek 2;01.07.2011 00:00:00;
362 25;Nová Role;01.07.2011 00:00:00;
362 33;Hroznìtín;01.07.2011 00:00:00;
362 34;Merklín u Karlovıch Var;01.07.2011 00:00:00;
362 35;Abertamy;01.07.2011 00:00:00;
362 36;Pernink;01.07.2011 00:00:00;
362 51;Jáchymov;01.07.2011 00:00:00;
362 62;Partner Boí Dar;01.07.2011 00:00:00;
362 63;Dalovice;01.07.2011 00:00:00;
362 72;Kyselka;01.07.2011 00:00:00;
362 73;Vojkovice nad Ohøí;01.07.2011 00:00:00;
363 01;Ostrov nad Ohøí;01.07.2011 00:00:00;
364 01;Touim;01.07.2011 00:00:00;
364 52;lutice;01.07.2011 00:00:00;
364 53;Chyše;01.07.2011 00:00:00;
364 61;Teplá u Touimì;01.07.2011 00:00:00;
364 64;Beèov nad Teplou;01.07.2011 00:00:00;
364 71;Bochov;01.07.2011 00:00:00;
370 01;Èeské Budìjovice 1;01.07.2011 00:00:00;
370 02;Èeské Budìjovice 2;01.07.2011 00:00:00;
370 04;Èeské Budìjovice 4;01.07.2011 00:00:00;
370 05;Èeské Budìjovice 5;01.07.2011 00:00:00;
370 06;Èeské Budìjovice 6;01.07.2011 00:00:00;
370 07;Èeské Budìjovice 7;01.07.2011 00:00:00;
370 08;Èeské Budìjovice 8;01.07.2011 00:00:00;
370 10;Èeské Budìjovice 10;01.07.2011 00:00:00;
370 11;Èeské Budìjovice 11;01.07.2011 00:00:00;
373 01;Temelín;01.07.2011 00:00:00;
373 02;Neznašov;01.07.2011 00:00:00;
373 04;Chrášany u Tına nad Vltavou;15.08.2014 00:00:00;
373 05;Temelín-elektrárna;01.07.2011 00:00:00;
373 11;Ledenice;01.07.2011 00:00:00;
373 12;Borovany;01.07.2011 00:00:00;
373 14;Komaøice;01.07.2011 00:00:00;
373 15;Nová Ves u Èeskıch Budìjovic;15.08.2014 00:00:00;
373 16;Dobrá Voda u Èeskıch Budìjovic;15.08.2014 00:00:00;
373 21;Slavèe;01.07.2011 00:00:00;
373 22;Loèenice;01.07.2011 00:00:00;
373 23;Svatı Jan nad Malší;01.07.2011 00:00:00;
373 24;Øímov;01.07.2011 00:00:00;
373 31;Olešnice u Èeskıch Budìjovic;15.08.2014 00:00:00;
373 32;Jílovice u Trhovıch Svin;01.07.2011 00:00:00;
373 33;Nové Hrady v jiních Èechách;15.08.2014 00:00:00;
373 35;Horní Stropnice;01.07.2011 00:00:00;
373 36;Rychnov u Novıch Hradù;01.07.2011 00:00:00;
373 41;Hluboká nad Vltavou;01.07.2011 00:00:00;
373 43;Vıdejní místo Purkarec;15.08.2014 00:00:00;
373 44;Zliv;01.07.2011 00:00:00;
373 46;Pištín;01.07.2011 00:00:00;
373 47;Sedlec u Èeskıch Budìjovic;15.08.2014 00:00:00;
373 48;Dívèice;01.07.2011 00:00:00;
373 49;Mydlovary;01.07.2011 00:00:00;
373 50;Olešník;01.07.2011 00:00:00;
373 51;Døíteò;01.07.2011 00:00:00;
373 61;Hrdìjovice;01.07.2011 00:00:00;
373 62;Chotıèany u Èeskıch Budìjovic;15.08.2014 00:00:00;
373 63;Ševìtín;01.07.2011 00:00:00;
373 64;Dynín;01.07.2011 00:00:00;
373 65;Dolní Bukovsko;01.07.2011 00:00:00;
373 66;imutice;01.07.2011 00:00:00;
373 67;Borek;01.07.2011 00:00:00;
373 71;Rudolfov;01.07.2011 00:00:00;
373 72;Lišov u Èeskıch Budìjovic;01.07.2011 00:00:00;
373 73;Štìpánovice u Èeskıch Budìjovic;15.08.2014 00:00:00;
373 81;Kamennı Újezd;01.07.2011 00:00:00;
373 82;Boršov nad Vltavou;01.07.2011 00:00:00;
373 84;Dubné;01.07.2011 00:00:00;
374 01;Trhové Sviny;01.07.2011 00:00:00;
375 01;Tın nad Vltavou 1;01.07.2011 00:00:00;
377 01;Jindøichùv Hradec 1;01.07.2011 00:00:00;
378 01;Lásenice;01.07.2011 00:00:00;
378 02;Strá nad Neárkou;01.07.2011 00:00:00;
378 03;Majdalena;01.07.2011 00:00:00;
378 04;Chlum u Tøebonì;01.07.2011 00:00:00;
378 06;Suchdol nad Lunicí;01.07.2011 00:00:00;
378 07;Rapšach;01.07.2011 00:00:00;
378 08;Dvory nad Lunicí;01.07.2011 00:00:00;
378 09;Nová Ves nad Lunicí;01.07.2011 00:00:00;
378 10;Èeské Velenice;01.07.2011 00:00:00;
378 16;Lomnice nad Lunicí;01.07.2011 00:00:00;
378 17;Novosedly nad Neárkou;01.07.2011 00:00:00;
378 18;Vıdejní místo Støíbøec;15.08.2014 00:00:00;
378 21;Kardašova Øeèice;01.07.2011 00:00:00;
378 24;Pluhùv ïár;01.07.2011 00:00:00;
378 25;Deštná u Jindøichova Hradce;15.08.2014 00:00:00;
378 26;Lodhéøov;01.07.2011 00:00:00;
378 31;Horní Pìna;01.07.2011 00:00:00;
378 32;Èímìø;01.07.2011 00:00:00;
378 33;Nová Bystøice;01.07.2011 00:00:00;
378 41;Jarošov nad Neárkou;01.07.2011 00:00:00;
378 42;Nová Vèelnice;01.07.2011 00:00:00;
378 43;Vıdejní místo Horní Radouò;15.08.2014 00:00:00;
378 46;Roseè;01.07.2011 00:00:00;
378 52;Blaejov;01.07.2011 00:00:00;
378 53;Strmilov;01.07.2011 00:00:00;
378 55;Vıdejní místo Popelín;15.08.2014 00:00:00;
378 56;Studená;01.07.2011 00:00:00;
378 61;Èlunek;01.07.2011 00:00:00;
378 62;Kunak;01.07.2011 00:00:00;
378 71;Staré Hobzí;01.07.2011 00:00:00;
378 72;Píseèné nad Dyjí;01.07.2011 00:00:00;
378 73;Dešná u Daèic;01.07.2011 00:00:00;
378 81;Slavonice;01.07.2011 00:00:00;
378 82;Staré Mìsto pod Landštejnem;15.08.2014 00:00:00;
378 83;Èeskı Rudolec;01.07.2011 00:00:00;
378 91;Budíškovice;01.07.2011 00:00:00;
378 92;Budeè;01.07.2011 00:00:00;
379 01;Tøeboò;01.07.2011 00:00:00;
380 01;Daèice;01.07.2011 00:00:00;
381 01;Èeskı Krumlov 1;01.07.2011 00:00:00;
382 01;Dolní Tøebonín;01.07.2011 00:00:00;
382 02;Zlatá Koruna;01.07.2011 00:00:00;
382 03;Køeme;01.07.2011 00:00:00;
382 06;Brloh;01.07.2011 00:00:00;
382 08;Chvalšiny;01.07.2011 00:00:00;
382 11;Vìtøní;01.07.2011 00:00:00;
382 16;Svìtlík;01.07.2011 00:00:00;
382 18;Romberk nad Vltavou;01.07.2011 00:00:00;
382 21;Kájov;01.07.2011 00:00:00;
382 22;Hoøice na Šumavì;01.07.2011 00:00:00;
382 23;Èerná v Pošumaví;01.07.2011 00:00:00;
382 26;Horní Planá;01.07.2011 00:00:00;
382 32;Velešín;01.07.2011 00:00:00;
382 41;Kaplice 1;01.07.2011 00:00:00;
382 42;Kaplice 2;01.07.2011 00:00:00;
382 72;Dolní Dvoøištì;01.07.2011 00:00:00;
382 73;Vyšší Brod;01.07.2011 00:00:00;
382 76;Louèovice;01.07.2011 00:00:00;
382 78;Lipno nad Vltavou;01.07.2011 00:00:00;
382 79;Frymburk;01.07.2011 00:00:00;
382 81;Besednice;01.07.2011 00:00:00;
382 82;Benešov nad Èernou;01.07.2011 00:00:00;
382 83;Pohorská Ves;01.07.2011 00:00:00;
382 91;Malonty;01.07.2011 00:00:00;
382 92;Romitál na Šumavì;01.07.2011 00:00:00;
382 93;Horní Dvoøištì;01.07.2011 00:00:00;
383 01;Prachatice;01.07.2011 00:00:00;
384 01;Nebahovy;01.07.2011 00:00:00;
384 02;Lhenice;01.07.2011 00:00:00;
384 03;Ktiš;01.07.2011 00:00:00;
384 04;Chroboly;01.07.2011 00:00:00;
384 11;Netolice;01.07.2011 00:00:00;
384 21;Husinec;01.07.2011 00:00:00;
384 22;Vlachovo Bøezí;01.07.2011 00:00:00;
384 25;Dub u Prachatic;01.07.2011 00:00:00;
384 26;Strunkovice nad Blanicí;01.07.2011 00:00:00;
384 27;Vitìjovice;01.07.2011 00:00:00;
384 32;Laištì;01.07.2011 00:00:00;
384 33;Záblatí u Prachatic;01.07.2011 00:00:00;
384 41;Zbytiny;01.07.2011 00:00:00;
384 42;Lenora;01.07.2011 00:00:00;
384 43;Stránı;01.07.2011 00:00:00;
384 44;Stoec;01.07.2011 00:00:00;
384 51;Volary;01.07.2011 00:00:00;
384 62;Nová Pec;01.07.2011 00:00:00;
384 71;Šumavské Hoštice;01.07.2011 00:00:00;
384 72;Zdíkov;01.07.2011 00:00:00;
384 73;Stachy;01.07.2011 00:00:00;
384 81;Èkynì;01.07.2011 00:00:00;
384 86;Vacov;01.07.2011 00:00:00;
384 91;Horní Vltavice;01.07.2011 00:00:00;
384 92;Borová Lada;01.07.2011 00:00:00;
384 93;Kvilda;01.07.2011 00:00:00;
385 01;Vimperk;01.07.2011 00:00:00;
386 01;Strakonice 1;01.07.2011 00:00:00;
387 01;Volynì;01.07.2011 00:00:00;
387 06;Malenice nad Volyòkou;01.07.2011 00:00:00;
387 11;Katovice;01.07.2011 00:00:00;
387 15;Støelské Hoštice;01.07.2011 00:00:00;
387 16;Volenice;01.07.2011 00:00:00;
387 19;Èestice;01.07.2011 00:00:00;
387 31;Radomyšl;01.07.2011 00:00:00;
387 32;Sedlice u Blatné;01.07.2011 00:00:00;
387 33;Kadov u Blatné;01.07.2011 00:00:00;
387 34;Záboøí u Blatné;01.07.2011 00:00:00;
387 35;Doubravice u Strakonic;01.07.2011 00:00:00;
387 36;Meèichov;01.07.2011 00:00:00;
387 37;Tøebohostice;01.07.2011 00:00:00;
387 42;Lnáøe;01.07.2011 00:00:00;
387 43;Bìlèice;01.07.2011 00:00:00;
387 51;Štìkeò;01.07.2011 00:00:00;
387 52;Cehnice;01.07.2011 00:00:00;
387 56;Èepøovice;01.07.2011 00:00:00;
387 71;Èíèenice;01.07.2011 00:00:00;
387 72;Libìjovice;01.07.2011 00:00:00;
387 73;Bavorov;01.07.2011 00:00:00;
387 75;Skoèice;01.07.2011 00:00:00;
388 01;Blatná;01.07.2011 00:00:00;
389 01;Vodòany;01.07.2011 00:00:00;
390 01;Tábor 1;01.07.2011 00:00:00;
390 02;Tábor 2;01.07.2011 00:00:00;
390 03;Tábor 3;01.07.2011 00:00:00;
390 05;Tábor 5;01.07.2011 00:00:00;
391 01;Sezimovo Ústí 1;01.07.2011 00:00:00;
391 02;Sezimovo Ústí 2;01.07.2011 00:00:00;
391 11;Planá nad Lunicí;01.07.2011 00:00:00;
391 16;Myslkovice;01.07.2011 00:00:00;
391 17;Košice u Sobìslavì;01.07.2011 00:00:00;
391 18;Choustník;01.07.2011 00:00:00;
391 20;Radenín;01.07.2011 00:00:00;
391 21;Turovec;01.07.2011 00:00:00;
391 26;Tuèapy u Sobìslavì;01.07.2011 00:00:00;
391 27;Dírná;01.07.2011 00:00:00;
391 31;Draice;01.07.2011 00:00:00;
391 32;Vıdejní místo Boejovice;15.08.2014 00:00:00;
391 33;Jistebnice;01.07.2011 00:00:00;
391 35;Borotín u Tábora;01.07.2011 00:00:00;
391 36;Sudomìøice u Tábora;01.07.2011 00:00:00;
391 37;Chotoviny;01.07.2011 00:00:00;
391 42;Ratiboøské Hory;01.07.2011 00:00:00;
391 43;Mladá Voice;01.07.2011 00:00:00;
391 52;Smilovy Hory;01.07.2011 00:00:00;
391 53;Vodice u Tábora;01.07.2011 00:00:00;
391 55;Chınov;01.07.2011 00:00:00;
391 56;Tábor 4;01.07.2011 00:00:00;
391 61;Opaøany;01.07.2011 00:00:00;
391 62;Stádlec;01.07.2011 00:00:00;
391 65;Bechynì;01.07.2011 00:00:00;
391 71;Bøeznice u Bechynì;01.07.2011 00:00:00;
391 72;Sudomìøice u Bechynì;01.07.2011 00:00:00;
391 73;Hlavatce;01.07.2011 00:00:00;
391 74;eleè u Tábora;01.07.2011 00:00:00;
391 75;Malšice;01.07.2011 00:00:00;
391 76;Slapy u Tábora;01.07.2011 00:00:00;
391 81;Veselí nad Lunicí 1;01.07.2011 00:00:00;
392 01;Sobìslav;01.07.2011 00:00:00;
393 01;Pelhøimov;01.07.2011 00:00:00;
394 01;Rynárec;01.07.2011 00:00:00;
394 03;Horní Cerekev;01.07.2011 00:00:00;
394 04;Novı Rychnov;01.07.2011 00:00:00;
394 05;Vyskytná u Pelhøimova;01.07.2011 00:00:00;
394 09;Kojèice;01.07.2011 00:00:00;
394 11;Cetoraz;01.07.2011 00:00:00;
394 12;Obrataò;01.07.2011 00:00:00;
394 13;Kámen u Pacova;01.07.2011 00:00:00;
394 14;Leskovice;01.07.2011 00:00:00;
394 15;Nová Cerekev;01.07.2011 00:00:00;
394 21;Hoøepník;01.07.2011 00:00:00;
394 22;Košetice;01.07.2011 00:00:00;
394 24;Køešín u Pacova;01.07.2011 00:00:00;
394 26;Lukavec u Pacova;01.07.2011 00:00:00;
394 27;Vyklantice;01.07.2011 00:00:00;
394 28;Velká Chyška;01.07.2011 00:00:00;
394 43;Mladé Bøíštì;01.07.2011 00:00:00;
394 44;eliv;01.07.2011 00:00:00;
394 45;Køelovice u Pelhøimova;01.07.2011 00:00:00;
394 46;Èervená Øeèice;01.07.2011 00:00:00;
394 51;Kalištì;01.07.2011 00:00:00;
394 52;Kejlice;01.07.2011 00:00:00;
394 56;Senoaty;01.07.2011 00:00:00;
394 59;Koberovice;01.07.2011 00:00:00;
394 61;Boejov;01.07.2011 00:00:00;
394 62;Libkova Voda;01.07.2011 00:00:00;
394 63;Èastrov;01.07.2011 00:00:00;
394 64;Poèátky;01.07.2011 00:00:00;
394 68;irovnice;01.07.2011 00:00:00;
394 70;Kamenice nad Lipou;01.07.2011 00:00:00;
394 91;Bohdalín;01.07.2011 00:00:00;
394 92;Mnich;01.07.2011 00:00:00;
394 93;Chválkov u Kamenice nad Lipou;15.08.2014 00:00:00;
394 94;Èernovice u Tábora;01.07.2011 00:00:00;
394 95;Køeè;01.07.2011 00:00:00;
394 96;Tìmice u Kamenice nad Lipou;15.08.2014 00:00:00;
395 01;Pacov;01.07.2011 00:00:00;
396 01;Humpolec;01.07.2011 00:00:00;
397 01;Písek 1;01.07.2011 00:00:00;
398 01;Mirotice;01.07.2011 00:00:00;
398 04;Èimelice;01.07.2011 00:00:00;
398 06;Mirovice;01.07.2011 00:00:00;
398 07;Orlík nad Vltavou;01.07.2011 00:00:00;
398 11;Protivín;01.07.2011 00:00:00;
398 15;Tálín;01.07.2011 00:00:00;
398 16;Albrechtice nad Vltavou;01.07.2011 00:00:00;
398 17;Chøešovice;01.07.2011 00:00:00;
398 18;Záhoøí u Písku;01.07.2011 00:00:00;
398 19;Kluky u Písku;01.07.2011 00:00:00;
398 21;Kestøany;01.07.2011 00:00:00;
398 22;Raice;01.07.2011 00:00:00;
398 31;Èíová;01.07.2011 00:00:00;
398 32;Vrá u Písku;01.07.2011 00:00:00;
398 33;Ostrovec;01.07.2011 00:00:00;
398 34;Kuèeø;01.07.2011 00:00:00;
398 35;Oslov;01.07.2011 00:00:00;
398 42;Veselíèko u Milevska;01.07.2011 00:00:00;
398 43;Bernartice u Milevska;01.07.2011 00:00:00;
398 47;Slabèice;01.07.2011 00:00:00;
398 48;Jetìtice;01.07.2011 00:00:00;
398 51;Sepekov;01.07.2011 00:00:00;
398 52;Nadìjkov;01.07.2011 00:00:00;
398 53;Chyšky;01.07.2011 00:00:00;
398 55;Kováøov;01.07.2011 00:00:00;
398 58;Kostelec nad Vltavou;01.07.2011 00:00:00;
398 59;Hrejkovice;01.07.2011 00:00:00;
399 01;Milevsko 1;01.07.2011 00:00:00;
400 01;Ústí nad Labem 1;01.07.2011 00:00:00;
400 02;Ústí nad Labem 2;01.07.2011 00:00:00;
400 03;Ústí nad Labem 3;01.07.2011 00:00:00;
400 04;Trmice;01.07.2011 00:00:00;
400 07;Ústí nad Labem 7;01.07.2011 00:00:00;
400 10;Ústí nad Labem 10;01.07.2011 00:00:00;
400 11;Ústí nad Labem 11;01.07.2011 00:00:00;
403 01;Dolní Zálezly;01.07.2011 00:00:00;
403 02;Vıdejní místo Sebuzín;15.08.2014 00:00:00;
403 13;Øehlovice;01.07.2011 00:00:00;
403 17;Chabaøovice;01.07.2011 00:00:00;
403 21;Ústí nad Labem 17;01.07.2011 00:00:00;
403 22;Ústí nad Labem 20;01.07.2011 00:00:00;
403 23;Velké Bøezno;01.07.2011 00:00:00;
403 27;Partner Maleèov;15.08.2014 00:00:00;
403 31;Ústí nad Labem 16;01.07.2011 00:00:00;
403 32;Povrly;01.07.2011 00:00:00;
403 34;Velké Chvojno;01.07.2011 00:00:00;
403 35;Libouchec;01.07.2011 00:00:00;
403 36;Tisá;01.07.2011 00:00:00;
403 37;Petrovice u Ústí nad Labem;15.08.2014 00:00:00;
403 38;Partner Telnice;15.08.2014 00:00:00;
403 39;Chlumec u Ústí nad Labem;01.07.2011 00:00:00;
403 40;Ústí nad Labem 19;01.07.2011 00:00:00;
405 02;Dìèín 2;01.07.2011 00:00:00;
405 05;Dìèín 5;01.07.2011 00:00:00;
407 01;Jílové u Dìèína;01.07.2011 00:00:00;
407 02;Modrá u Dìèína;01.07.2011 00:00:00;
407 03;Dobkovice u Dìèína;01.07.2011 00:00:00;
407 11;Dìèín 9;01.07.2011 00:00:00;
407 13;Ludvíkovice;01.07.2011 00:00:00;
407 14;Arnoltice u Dìèína;01.07.2011 00:00:00;
407 15;Srbská Kamenice;01.07.2011 00:00:00;
407 16;Jetøichovice u Dìèína;01.07.2011 00:00:00;
407 17;Høensko;01.07.2011 00:00:00;
407 21;Èeská Kamenice;01.07.2011 00:00:00;
407 22;Benešov nad Plouènicí;01.07.2011 00:00:00;
407 23;Františkov nad Plouènicí;01.07.2011 00:00:00;
407 24;Valkeøice;01.07.2011 00:00:00;
407 25;Verneøice;01.07.2011 00:00:00;
407 29;Velká Bukovina u Dìèína;01.07.2011 00:00:00;
407 41;Dobrná;01.07.2011 00:00:00;
407 42;Markvartice u Dìèína;01.07.2011 00:00:00;
407 44;Chøibská;01.07.2011 00:00:00;
407 45;Kytlice;01.07.2011 00:00:00;
407 46;Krásná Lípa u Rumburka;01.07.2011 00:00:00;
407 47;Varnsdorf 1;01.07.2011 00:00:00;
407 51;Rybništì;01.07.2011 00:00:00;
407 52;Varnsdorf 3;01.07.2011 00:00:00;
407 53;Jiøíkov;01.07.2011 00:00:00;
407 55;Dolní Podluí;01.07.2011 00:00:00;
407 56;Jiøetín pod Jedlovou;01.07.2011 00:00:00;
407 57;Horní Podluí;01.07.2011 00:00:00;
407 60;Vıdejní místo Brtníky;15.08.2014 00:00:00;
407 61;Staré Køeèany;01.07.2011 00:00:00;
407 77;Šluknov;01.07.2011 00:00:00;
407 78;Velkı Šenov;01.07.2011 00:00:00;
407 79;Mikulášovice;01.07.2011 00:00:00;
407 80;Vilémov u Šluknova;01.07.2011 00:00:00;
407 81;Lipová u Šluknova;01.07.2011 00:00:00;
407 82;Dolní Poustevna;01.07.2011 00:00:00;
407 84;Lobendava;01.07.2011 00:00:00;
408 01;Rumburk;01.07.2011 00:00:00;
410 02;Lovosice 2;01.07.2011 00:00:00;
411 01;alhostice;01.07.2011 00:00:00;
411 03;Libochovany;01.07.2011 00:00:00;
411 08;Štìtí;01.07.2011 00:00:00;
411 11;Sulejovice;01.07.2011 00:00:00;
411 12;Èíkovice;01.07.2011 00:00:00;
411 13;Tøebenice;01.07.2011 00:00:00;
411 14;Vıdejní místo Vlastislav;15.08.2014 00:00:00;
411 15;Tøebívlice;01.07.2011 00:00:00;
411 16;Klapı;01.07.2011 00:00:00;
411 17;Libochovice;01.07.2011 00:00:00;
411 18;Budynì nad Ohøí;01.07.2011 00:00:00;
411 19;Mšené-láznì;01.07.2011 00:00:00;
411 20;Øedhoš;01.07.2011 00:00:00;
411 21;Vrbièany;01.07.2011 00:00:00;
411 31;Velemín;01.07.2011 00:00:00;
411 32;Milešov u Lovosic;01.07.2011 00:00:00;
411 33;Prackovice nad Labem;01.07.2011 00:00:00;
411 41;itenice;01.07.2011 00:00:00;
411 42;Ploskovice;01.07.2011 00:00:00;
411 45;Úštìk;01.07.2011 00:00:00;
411 46;Libìšice u Litomìøic;01.07.2011 00:00:00;
411 47;Polepy;01.07.2011 00:00:00;
411 48;Køešice;01.07.2011 00:00:00;
411 55;Terezín;01.07.2011 00:00:00;
411 56;Bohušovice nad Ohøí;01.07.2011 00:00:00;
411 62;Sukorady;01.07.2011 00:00:00;
411 64;Vrbice u Roudnice nad Labem;15.08.2014 00:00:00;
411 71;Chodouny;01.07.2011 00:00:00;
411 72;Hoštka u Roudnice nad Labem;15.08.2014 00:00:00;
411 73;Chcebuz;01.07.2011 00:00:00;
411 74;Snìdovice;01.07.2011 00:00:00;
411 81;Brozany nad Ohøí;01.07.2011 00:00:00;
411 82;Doksany;01.07.2011 00:00:00;
411 83;Partner Hrobce;15.08.2014 00:00:00;
411 84;Straškov-Vodochody;01.07.2011 00:00:00;
411 85;Horní Beøkovice;01.07.2011 00:00:00;
411 86;Bechlín;01.07.2011 00:00:00;
411 87;Krabèice u Roudnice nad Labem;15.08.2014 00:00:00;
412 01;Litomìøice 1;01.07.2011 00:00:00;
413 01;Roudnice nad Labem;01.07.2011 00:00:00;
415 01;Teplice 1;01.07.2011 00:00:00;
415 03;Teplice 3;01.07.2011 00:00:00;
415 10;Teplice 10;01.07.2011 00:00:00;
417 01;Dubí u Teplic 1;01.07.2011 00:00:00;
417 02;Dubí u Teplic 2;01.07.2011 00:00:00;
417 03;Dubí u Teplic 3;01.07.2011 00:00:00;
417 04;Hrob;01.07.2011 00:00:00;
417 05;Osek u Duchcova;01.07.2011 00:00:00;
417 12;Proboštov u Teplic;01.07.2011 00:00:00;
417 13;Modlany;01.07.2011 00:00:00;
417 22;Háj u Duchcova;01.07.2011 00:00:00;
417 23;Košany u Teplic;01.07.2011 00:00:00;
417 24;Partner Oldøichov;15.08.2014 00:00:00;
417 25;Vıdejní místo Lahoš;15.08.2014 00:00:00;
417 31;Novosedlice;01.07.2011 00:00:00;
417 41;Krupka 3;01.07.2011 00:00:00;
417 42;Krupka 1;01.07.2011 00:00:00;
417 52;Hostomice nad Bílinou;01.07.2011 00:00:00;
