PSC;NAZEV;PLATI_OD;PLATI_DO
417 62;Partner Rtyně nad Bílinou;15.08.2014 00:00:00;
417 63;Žalany;01.07.2011 00:00:00;
417 65;Ohníč;01.07.2011 00:00:00;
417 71;Zabrušany;01.07.2011 00:00:00;
417 72;Ledvice;01.07.2011 00:00:00;
417 81;Partner Moldava;15.08.2014 00:00:00;
418 01;Bílina 1;01.07.2011 00:00:00;
418 04;Bílina 4;01.07.2011 00:00:00;
419 01;Duchcov;01.07.2011 00:00:00;
430 01;Chomutov 1;01.07.2011 00:00:00;
430 03;Chomutov 3;01.07.2011 00:00:00;
430 04;Chomutov 4;01.07.2011 00:00:00;
431 01;Spořice;01.07.2011 00:00:00;
431 02;Partner Zelená;15.08.2014 00:00:00;
431 11;Jirkov 1;01.07.2011 00:00:00;
431 14;Strupčice;01.07.2011 00:00:00;
431 15;Výdejní místo Vrskmaň;15.08.2014 00:00:00;
431 21;Boleboř;01.07.2011 00:00:00;
431 32;Výdejní místo Kalek;15.08.2014 00:00:00;
431 41;Údlice;01.07.2011 00:00:00;
431 43;Hrušovany u Chomutova;01.07.2011 00:00:00;
431 44;Partner Droužkovice;15.08.2014 00:00:00;
431 45;Březno u Chomutova;01.07.2011 00:00:00;
431 51;Klášterec nad Ohří 1;01.07.2011 00:00:00;
431 53;Partner Pětipsy;15.08.2014 00:00:00;
431 54;Vilémov u Kadaně;01.07.2011 00:00:00;
431 55;Radonice u Kadaně;01.07.2011 00:00:00;
431 56;Mašťov;01.07.2011 00:00:00;
431 57;Partner Chbany;15.08.2014 00:00:00;
431 58;Místo;01.07.2011 00:00:00;
431 59;Partner Vysoká Pec;15.08.2014 00:00:00;
431 63;Perštejn;01.07.2011 00:00:00;
431 82;Hora Svatého Šebestiána;01.07.2011 00:00:00;
431 83;Výdejní místo Výsluní;15.08.2014 00:00:00;
431 84;Výdejní místo Měděnec;15.08.2014 00:00:00;
431 86;Kovářská;01.07.2011 00:00:00;
431 91;Vejprty;01.07.2011 00:00:00;
432 01;Kadaň 1;01.07.2011 00:00:00;
434 01;Most 1;01.07.2011 00:00:00;
435 01;Havraň;01.07.2011 00:00:00;
435 02;Most 9;01.07.2011 00:00:00;
435 11;Lom u Mostu 1;01.07.2011 00:00:00;
435 13;Meziboří u Litvínova;01.07.2011 00:00:00;
435 21;Obrnice;01.07.2011 00:00:00;
435 22;Braňany;01.07.2011 00:00:00;
435 24;Lužice u Mostu;01.07.2011 00:00:00;
435 26;Bečov u Mostu;01.07.2011 00:00:00;
435 32;Mariánské Radčice;01.07.2011 00:00:00;
435 33;Louka u Litvínova;01.07.2011 00:00:00;
435 42;Litvínov 8;01.07.2011 00:00:00;
435 43;Horní Jiřetín;01.07.2011 00:00:00;
435 45;Nová Ves v Horách;01.07.2011 00:00:00;
435 46;Hora Svaté Kateřiny;01.07.2011 00:00:00;
435 47;Brandov;01.07.2011 00:00:00;
436 01;Litvínov 1;01.07.2011 00:00:00;
436 03;Litvínov 3;01.07.2011 00:00:00;
438 01;Žatec 1;01.07.2011 00:00:00;
439 01;Černčice;01.07.2011 00:00:00;
439 02;Cítoliby;01.07.2011 00:00:00;
439 03;Chlumčany u Loun;01.07.2011 00:00:00;
439 04;Hříškov;01.07.2011 00:00:00;
439 05;Panenský Týnec;01.07.2011 00:00:00;
439 06;Vrbno nad Lesy;01.07.2011 00:00:00;
439 07;Peruc;01.07.2011 00:00:00;
439 08;Pátek u Loun;01.07.2011 00:00:00;
439 09;Slavětín nad Ohří;01.07.2011 00:00:00;
439 14;Smolnice;01.07.2011 00:00:00;
439 15;Vinařice u Loun;01.07.2011 00:00:00;
439 21;Koštice nad Ohří;01.07.2011 00:00:00;
439 22;Partner Chožov;15.08.2014 00:00:00;
439 23;Lenešice;01.07.2011 00:00:00;
439 24;Raná u Loun;01.07.2011 00:00:00;
439 26;Libčeves;01.07.2011 00:00:00;
439 31;Měcholupy u Žatce;01.07.2011 00:00:00;
439 42;Postoloprty;01.07.2011 00:00:00;
439 49;Staňkovice u Žatce;01.07.2011 00:00:00;
439 63;Liběšice u Žatce;01.07.2011 00:00:00;
439 65;Hřivice;01.07.2011 00:00:00;
439 67;Ročov;01.07.2011 00:00:00;
439 68;Domoušice;01.07.2011 00:00:00;
439 69;Tuchořice;01.07.2011 00:00:00;
439 71;Nepomyšl;01.07.2011 00:00:00;
439 72;Krásný Dvůr;01.07.2011 00:00:00;
439 75;Partner Libočany;15.08.2014 00:00:00;
439 81;Kryry;01.07.2011 00:00:00;
439 82;Vroutek;01.07.2011 00:00:00;
439 83;Lubenec;01.07.2011 00:00:00;
439 84;Blatno u Podbořan;01.07.2011 00:00:00;
439 85;Petrohrad;01.07.2011 00:00:00;
439 86;Strojetice;01.07.2011 00:00:00;
439 87;Očihov;01.07.2011 00:00:00;
439 88;Blšany;01.07.2011 00:00:00;
440 01;Louny 1;01.07.2011 00:00:00;
441 01;Podbořany;01.07.2011 00:00:00;
460 01;Liberec 1;01.07.2011 00:00:00;
460 05;Liberec 5;01.07.2011 00:00:00;
460 06;Liberec 6;01.07.2011 00:00:00;
460 07;Liberec 7;01.07.2011 00:00:00;
460 08;Liberec 8;01.07.2011 00:00:00;
460 10;Liberec 10;01.07.2011 00:00:00;
460 14;Liberec 14;01.07.2011 00:00:00;
460 15;Liberec 15;01.07.2011 00:00:00;
463 03;Stráž nad Nisou;01.07.2011 00:00:00;
463 11;Liberec 30;01.07.2011 00:00:00;
463 12;Liberec 25;01.07.2011 00:00:00;
463 31;Chrastava;01.07.2011 00:00:00;
463 34;Hrádek nad Nisou;01.07.2011 00:00:00;
463 42;Hodkovice nad Mohelkou;01.07.2011 00:00:00;
463 43;Český Dub;01.07.2011 00:00:00;
463 44;Sychrov;01.07.2011 00:00:00;
463 45;Pěnčín u Liberce;01.07.2011 00:00:00;
463 46;Příšovice;01.07.2011 00:00:00;
463 48;Všelibice;01.07.2011 00:00:00;
463 52;Osečná;01.07.2011 00:00:00;
463 53;Křižany;01.07.2011 00:00:00;
463 62;Hejnice;01.07.2011 00:00:00;
463 65;Nové Město pod Smrkem;01.07.2011 00:00:00;
463 73;Habartice u Frýdlantu;01.07.2011 00:00:00;
464 01;Frýdlant v Čechách;01.07.2011 00:00:00;
466 01;Jablonec nad Nisou 1;01.07.2011 00:00:00;
466 02;Jablonec nad Nisou 2;01.07.2011 00:00:00;
466 04;Jablonec nad Nisou 4;01.07.2011 00:00:00;
466 05;Jablonec nad Nisou 5;01.07.2011 00:00:00;
466 06;Jablonec nad Nisou 6;01.07.2011 00:00:00;
468 01;Jablonec nad Nisou 8;01.07.2011 00:00:00;
468 02;Rychnov u Jablonce nad Nisou;15.08.2014 00:00:00;
468 03;Rádlo;01.07.2011 00:00:00;
468 04;Jablonec nad Nisou 7;01.07.2011 00:00:00;
468 11;Janov nad Nisou;01.07.2011 00:00:00;
468 12;Partner Bedřichov;15.08.2014 00:00:00;
468 21;Bratříkov;01.07.2011 00:00:00;
468 22;Železný Brod;01.07.2011 00:00:00;
468 24;Držkov;01.07.2011 00:00:00;
468 25;Zásada;01.07.2011 00:00:00;
468 26;Huť;01.07.2011 00:00:00;
468 27;Nová Ves nad Nisou;01.07.2011 00:00:00;
468 33;Jenišovice u Jablonce nad Nisou;15.08.2014 00:00:00;
468 41;Tanvald;01.07.2011 00:00:00;
468 43;Albrechtice v Jizerských horách;15.08.2014 00:00:00;
468 44;Josefův Důl u Jablonce nad Nisou;15.08.2014 00:00:00;
468 45;Velké Hamry;01.07.2011 00:00:00;
468 46;Plavy;01.07.2011 00:00:00;
468 47;Zlatá Olešnice;01.07.2011 00:00:00;
468 48;Výdejní místo Příchovice;15.08.2014 00:00:00;
468 49;Kořenov;15.08.2014 00:00:00;
468 50;Výdejní místo Polubný;15.08.2014 00:00:00;
468 51;Smržovka;01.07.2011 00:00:00;
468 61;Desná v Jizerských horách;15.08.2014 00:00:00;
468 71;Lučany nad Nisou;01.07.2011 00:00:00;
470 01;Česká Lípa 1;01.07.2011 00:00:00;
470 02;Česká Lípa 2;01.07.2011 00:00:00;
470 06;Česká Lípa 6;01.07.2011 00:00:00;
471 01;Zahrádky u České Lípy;01.07.2011 00:00:00;
471 02;Výdejní místo Stvolínky;15.08.2014 00:00:00;
471 03;Kravaře u České Lípy;01.07.2011 00:00:00;
471 04;Blíževedly;01.07.2011 00:00:00;
471 05;Valteřice;10.10.2012 00:00:00;
471 06;Horní Police;01.07.2011 00:00:00;
471 07;Žandov u České Lípy;01.07.2011 00:00:00;
471 08;Jezvé;01.07.2011 00:00:00;
471 11;Horní Libchava u České Lípy;15.08.2014 00:00:00;
471 12;Volfartice;01.07.2011 00:00:00;
471 13;Nový Oldřichov;01.07.2011 00:00:00;
471 14;Kamenický Šenov;01.07.2011 00:00:00;
471 15;Prysk;01.07.2011 00:00:00;
471 16;Polevsko;01.07.2011 00:00:00;
471 17;Skalice u České Lípy;01.07.2011 00:00:00;
471 18;Pihel;01.07.2011 00:00:00;
471 21;Dobranov;01.07.2011 00:00:00;
471 23;Zákupy;01.07.2011 00:00:00;
471 24;Mimoň;01.07.2011 00:00:00;
471 25;Jablonné v Podještědí;01.07.2011 00:00:00;
471 26;Dubnice pod Ralskem;01.07.2011 00:00:00;
471 27;Stráž pod Ralskem;01.07.2011 00:00:00;
471 28;Hamr u České Lípy;01.07.2011 00:00:00;
471 29;Brniště;01.07.2011 00:00:00;
471 41;Dubá;01.07.2011 00:00:00;
471 51;Svor;01.07.2011 00:00:00;
471 52;Sloup v Čechách;01.07.2011 00:00:00;
471 53;Svojkov;01.07.2011 00:00:00;
471 54;Cvikov;01.07.2011 00:00:00;
471 55;Partner Kunratice u Cvikova;15.08.2014 00:00:00;
471 56;Mařenice;01.07.2011 00:00:00;
471 57;Krompach v Čechách;01.07.2011 00:00:00;
471 58;Lindava;01.07.2011 00:00:00;
471 61;Jestřebí;01.07.2011 00:00:00;
471 62;Okna;01.07.2011 00:00:00;
471 63;Staré Splavy;01.07.2011 00:00:00;
471 67;Provodín;01.07.2011 00:00:00;
472 01;Doksy;01.07.2011 00:00:00;
473 01;Nový Bor;01.07.2011 00:00:00;
500 02;Hradec Králové 2;01.07.2011 00:00:00;
500 03;Hradec Králové 3;01.07.2011 00:00:00;
500 04;Hradec Králové 4;01.07.2011 00:00:00;
500 06;Hradec Králové 6;01.07.2011 00:00:00;
500 08;Hradec Králové 8;01.07.2011 00:00:00;
500 09;Hradec Králové 9;01.07.2011 00:00:00;
500 11;Hradec Králové 11;01.07.2011 00:00:00;
500 12;Hradec Králové 12;01.07.2011 00:00:00;
503 01;Hradec Králové 16;01.07.2011 00:00:00;
503 02;Předměřice nad Labem;01.07.2011 00:00:00;
503 03;Smiřice;01.07.2011 00:00:00;
503 04;Černožice nad Labem;01.07.2011 00:00:00;
503 05;Výdejní místo Lužany;15.08.2014 00:00:00;
503 06;Hořiněves;01.07.2011 00:00:00;
503 11;Hradec Králové 15;01.07.2011 00:00:00;
503 12;Všestary;01.07.2011 00:00:00;
503 13;Dohalice;01.07.2011 00:00:00;
503 14;Stračov;01.07.2011 00:00:00;
503 15;Nechanice;01.07.2011 00:00:00;
503 16;Dolní Přím;01.07.2011 00:00:00;
503 21;Stěžery;01.07.2011 00:00:00;
503 22;Libčany;01.07.2011 00:00:00;
503 23;Výdejní místo Boharyně;15.08.2014 00:00:00;
503 24;Kratonohy;01.07.2011 00:00:00;
503 25;Dobřenice;01.07.2011 00:00:00;
503 26;Osice;01.07.2011 00:00:00;
503 27;Lhota pod Libčany;01.07.2011 00:00:00;
503 31;Vysoká nad Labem;01.07.2011 00:00:00;
503 32;Hradec Králové 22;01.07.2011 00:00:00;
503 33;Praskačka;01.07.2011 00:00:00;
503 41;Hradec Králové 7;01.07.2011 00:00:00;
503 43;Černilov;01.07.2011 00:00:00;
503 44;Libřice;01.07.2011 00:00:00;
503 46;Třebechovice pod Orebem;01.07.2011 00:00:00;
503 51;Chlumec nad Cidlinou;01.07.2011 00:00:00;
503 52;Skřivany u Nového Bydžova;01.07.2011 00:00:00;
503 53;Smidary;01.07.2011 00:00:00;
503 54;Ohnišťany;01.07.2011 00:00:00;
503 55;Petrovice u Nového Bydžova;15.08.2014 00:00:00;
503 56;Hlušice;01.07.2011 00:00:00;
503 57;Starý Bydžov;01.07.2011 00:00:00;
503 61;Lovčice u Nového Bydžova;01.07.2011 00:00:00;
503 62;Lužec nad Cidlinou;01.07.2011 00:00:00;
503 63;Nepolisy;01.07.2011 00:00:00;
503 64;Měník;01.07.2011 00:00:00;
503 65;Kosičky;01.07.2011 00:00:00;
503 66;Káranice;01.07.2011 00:00:00;
504 01;Nový Bydžov;01.07.2011 00:00:00;
506 01;Jičín 1;01.07.2011 00:00:00;
507 02;Žeretice;01.07.2011 00:00:00;
507 03;Vysoké Veselí;01.07.2011 00:00:00;
507 04;Třtěnice;01.07.2011 00:00:00;
507 05;Konecchlumí;01.07.2011 00:00:00;
507 06;Lužany u Jičína;01.07.2011 00:00:00;
507 07;Úlibice;01.07.2011 00:00:00;
507 11;Valdice;01.07.2011 00:00:00;
507 12;Radim u Jičína;01.07.2011 00:00:00;
507 13;Železnice;01.07.2011 00:00:00;
507 15;Libuň;01.07.2011 00:00:00;
507 21;Veliš u Jičína;01.07.2011 00:00:00;
507 22;Střevač;01.07.2011 00:00:00;
507 23;Libáň;01.07.2011 00:00:00;
507 24;Dětenice;01.07.2011 00:00:00;
507 31;Jičíněves;01.07.2011 00:00:00;
507 32;Kopidlno;01.07.2011 00:00:00;
507 33;Vršce;01.07.2011 00:00:00;
507 34;Žlunice;01.07.2011 00:00:00;
507 42;Markvartice u Sobotky;01.07.2011 00:00:00;
507 43;Sobotka;01.07.2011 00:00:00;
507 44;Libošovice;01.07.2011 00:00:00;
507 45;Mladějov v Čechách;01.07.2011 00:00:00;
507 52;Ostroměř;01.07.2011 00:00:00;
507 53;Chomutice u Hořic v Podkrkonoší;15.08.2014 00:00:00;
507 54;Podhorní Újezd;01.07.2011 00:00:00;
507 58;Mlázovice;01.07.2011 00:00:00;
507 59;Výdejní místo Šárovcova Lhota;15.08.2014 00:00:00;
507 71;Miletín;01.07.2011 00:00:00;
507 73;Dobrá Voda u Hořic;01.07.2011 00:00:00;
507 77;Cerekvice nad Bystřicí;01.07.2011 00:00:00;
507 81;Lázně Bělohrad;01.07.2011 00:00:00;
507 82;Pecka;01.07.2011 00:00:00;
507 91;Stará Paka;01.07.2011 00:00:00;
507 92;Úbislavice;01.07.2011 00:00:00;
508 01;Hořice v Podkrkonoší;01.07.2011 00:00:00;
509 01;Nová Paka;01.07.2011 00:00:00;
511 01;Turnov 1;01.07.2011 00:00:00;
512 01;Slaná u Semil;01.07.2011 00:00:00;
512 02;Košťálov;01.07.2011 00:00:00;
512 03;Libštát;01.07.2011 00:00:00;
512 04;Mříčná;01.07.2011 00:00:00;
512 06;Benešov u Semil;01.07.2011 00:00:00;
512 11;Vysoké nad Jizerou;01.07.2011 00:00:00;
512 12;Jesenný;01.07.2011 00:00:00;
512 13;Bozkov;01.07.2011 00:00:00;
512 31;Roztoky u Jilemnice;01.07.2011 00:00:00;
512 32;Martinice v Krkonoších;01.07.2011 00:00:00;
512 33;Studenec u Horek;01.07.2011 00:00:00;
512 34;Horka u Staré Paky;01.07.2011 00:00:00;
512 35;Čistá u Horek;01.07.2011 00:00:00;
512 36;Horní Branná;01.07.2011 00:00:00;
512 37;Benecko;01.07.2011 00:00:00;
512 38;Vítkovice v Krkonoších;01.07.2011 00:00:00;
512 41;Víchová nad Jizerou;01.07.2011 00:00:00;
512 42;Poniklá;01.07.2011 00:00:00;
512 43;Jablonec nad Jizerou;01.07.2011 00:00:00;
512 44;Rokytnice nad Jizerou 1;01.07.2011 00:00:00;
512 45;Rokytnice nad Jizerou 3;01.07.2011 00:00:00;
512 46;Harrachov v Krkonoších;01.07.2011 00:00:00;
512 47;Paseky nad Jizerou;01.07.2011 00:00:00;
512 51;Lomnice nad Popelkou;01.07.2011 00:00:00;
512 52;Veselá u Semil;01.07.2011 00:00:00;
512 53;Tatobity;01.07.2011 00:00:00;
512 61;Přepeře;01.07.2011 00:00:00;
512 63;Rovensko pod Troskami;01.07.2011 00:00:00;
512 64;Vyskeř;01.07.2011 00:00:00;
512 65;Všeň;01.07.2011 00:00:00;
512 71;Nová Ves nad Popelkou;01.07.2011 00:00:00;
513 01;Semily;01.07.2011 00:00:00;
514 01;Jilemnice;01.07.2011 00:00:00;
516 01;Rychnov nad Kněžnou;01.07.2011 00:00:00;
516 03;Lukavice;01.07.2011 00:00:00;
517 01;Solnice;01.07.2011 00:00:00;
517 02;Kvasiny;01.07.2011 00:00:00;
517 03;Skuhrov nad Bělou;01.07.2011 00:00:00;
517 04;Černíkovice;01.07.2011 00:00:00;
517 11;Javornice;01.07.2011 00:00:00;
517 12;Liberk;01.07.2011 00:00:00;
517 21;Týniště nad Orlicí;01.07.2011 00:00:00;
517 22;Albrechtice nad Orlicí;01.07.2011 00:00:00;
517 23;Žďár nad Orlicí;01.07.2011 00:00:00;
517 24;Borohrádek;01.07.2011 00:00:00;
517 25;Čermná nad Orlicí;01.07.2011 00:00:00;
517 31;Bolehošť;01.07.2011 00:00:00;
517 32;Přepychy;01.07.2011 00:00:00;
517 33;Trnov u Dobrušky;01.07.2011 00:00:00;
517 34;Voděrady u Rychnova nad Kněžnou;15.08.2014 00:00:00;
517 35;Lično;01.07.2011 00:00:00;
517 36;Olešnice u Rychnova nad Kněžnou;15.08.2014 00:00:00;
517 41;Kostelec nad Orlicí;01.07.2011 00:00:00;
517 42;Doudleby nad Orlicí;01.07.2011 00:00:00;
517 43;Potštejn;01.07.2011 00:00:00;
517 45;Chleny;01.07.2011 00:00:00;
517 50;Častolovice;01.07.2011 00:00:00;
517 54;Vamberk;01.07.2011 00:00:00;
517 55;Rybná nad Zdobnicí;01.07.2011 00:00:00;
517 56;Slatina nad Zdobnicí;01.07.2011 00:00:00;
517 57;Pěčín u Rychnova nad Kněžnou;15.08.2014 00:00:00;
517 61;Rokytnice v Orlických horách;15.08.2014 00:00:00;
517 64;Partner Orlické Záhoří;15.08.2014 00:00:00;
517 71;České Meziříčí;01.07.2011 00:00:00;
517 72;Jílovice u Dobrušky;01.07.2011 00:00:00;
517 73;Opočno;01.07.2011 00:00:00;
517 83;Olešnice v Orlických horách;15.08.2014 00:00:00;
517 84;Ohnišov;01.07.2011 00:00:00;
517 91;Deštné v Orlických horách;01.07.2011 00:00:00;
517 92;Kounov u Dobrušky;01.07.2011 00:00:00;
517 93;Dobré;01.07.2011 00:00:00;
518 01;Dobruška;01.07.2011 00:00:00;
518 03;Podbřezí;01.07.2011 00:00:00;
530 02;Pardubice 2;01.07.2011 00:00:00;
530 03;Pardubice 3;01.07.2011 00:00:00;
530 06;Pardubice 6;01.07.2011 00:00:00;
530 09;Pardubice 9;01.07.2011 00:00:00;
530 12;Pardubice 12;01.07.2011 00:00:00;
533 01;Pardubice 21;01.07.2011 00:00:00;
533 03;Dašice v Čechách;01.07.2011 00:00:00;
533 04;Sezemice;01.07.2011 00:00:00;
533 05;Dříteč;01.07.2011 00:00:00;
533 11;Partner Zdechovice;15.08.2014 00:00:00;
533 12;Chvaletice;01.07.2011 00:00:00;
533 13;Řečany nad Labem;01.07.2011 00:00:00;
533 14;Kladruby nad Labem;01.07.2011 00:00:00;
533 15;Hlavečník;01.07.2011 00:00:00;
533 16;Vápno u Přelouče;01.07.2011 00:00:00;
533 21;Vysoké Chvojno;01.07.2011 00:00:00;
533 22;Býšť;01.07.2011 00:00:00;
533 32;Čepí;01.07.2011 00:00:00;
533 33;Pardubice 23;01.07.2011 00:00:00;
533 41;Lázně Bohdaneč;01.07.2011 00:00:00;
533 42;Živanice;01.07.2011 00:00:00;
533 43;Rohovládova Bělá;01.07.2011 00:00:00;
533 44;Staré Ždánice;01.07.2011 00:00:00;
533 45;Opatovice nad Labem;01.07.2011 00:00:00;
533 51;Pardubice 17;01.07.2011 00:00:00;
533 52;Staré Hradiště u Pardubic;01.07.2011 00:00:00;
533 53;Pardubice 19;01.07.2011 00:00:00;
533 54;Rybitví;01.07.2011 00:00:00;
533 61;Choltice;01.07.2011 00:00:00;
533 62;Svojšice u Přelouče;01.07.2011 00:00:00;
533 63;Partner Turkovice u Přelouče;15.08.2014 00:00:00;
533 64;Lipoltice;01.07.2011 00:00:00;
533 71;Dolní Roveň;01.07.2011 00:00:00;
533 72;Moravany u Holic;01.07.2011 00:00:00;
533 73;Uhersko;01.07.2011 00:00:00;
533 74;Horní Jelení;01.07.2011 00:00:00;
533 75;Dolní Ředice;01.07.2011 00:00:00;
534 01;Holice v Čechách;01.07.2011 00:00:00;
535 01;Přelouč;01.07.2011 00:00:00;
537 01;Chrudim 1;01.07.2011 00:00:00;
537 03;Chrudim 3;01.07.2011 00:00:00;
537 05;Chrudim 5;01.07.2011 00:00:00;
538 01;Bylany;01.07.2011 00:00:00;
538 02;Partner Morašice u Chrudimě;15.08.2014 00:00:00;
538 03;Heřmanův Městec;01.07.2011 00:00:00;
538 04;Prachovice;01.07.2011 00:00:00;
538 05;Seč 3;01.07.2011 00:00:00;
538 07;Seč 1;01.07.2011 00:00:00;
538 21;Slatiňany;01.07.2011 00:00:00;
538 23;Licibořice;01.07.2011 00:00:00;
538 24;Svídnice u Chrudimě;01.07.2011 00:00:00;
538 25;Nasavrky;01.07.2011 00:00:00;
538 26;Bojanov;01.07.2011 00:00:00;
538 31;Medlešice;01.07.2011 00:00:00;
538 32;Úhřetice;01.07.2011 00:00:00;
538 33;Trojovice;01.07.2011 00:00:00;
538 34;Rosice u Chrasti;01.07.2011 00:00:00;
538 35;Zaječice;01.07.2011 00:00:00;
538 36;Žumberk;01.07.2011 00:00:00;
538 41;Podhořany u Ronova nad Doubravou;15.08.2014 00:00:00;
538 42;Ronov nad Doubravou;01.07.2011 00:00:00;
538 43;Třemošnice;01.07.2011 00:00:00;
538 45;Běstvina;01.07.2011 00:00:00;
538 51;Chrast u Chrudimě;01.07.2011 00:00:00;
538 54;Luže;01.07.2011 00:00:00;
538 61;Kočí;01.07.2011 00:00:00;
538 62;Hrochův Týnec;01.07.2011 00:00:00;
538 63;Chroustovice;01.07.2011 00:00:00;
538 64;Jenišovice u Chrudimě;01.07.2011 00:00:00;
538 65;Řepníky;01.07.2011 00:00:00;
539 01;Hlinsko v Čechách 1;01.07.2011 00:00:00;
539 41;Kameničky;01.07.2011 00:00:00;
539 42;Svratouch;01.07.2011 00:00:00;
539 43;Krouna;01.07.2011 00:00:00;
539 44;Proseč u Skutče;01.07.2011 00:00:00;
539 45;Nové Hrady u Skutče;01.07.2011 00:00:00;
539 52;Trhová Kamenice;01.07.2011 00:00:00;
539 53;Horní Bradlo;01.07.2011 00:00:00;
539 55;Miřetice u Hlinska;01.07.2011 00:00:00;
539 56;Vrbatův Kostelec;01.07.2011 00:00:00;
539 57;Včelákov;01.07.2011 00:00:00;
539 61;Vortová;01.07.2011 00:00:00;
539 62;Hlinsko v Čechách 3;01.07.2011 00:00:00;
539 71;Holetín;01.07.2011 00:00:00;
539 72;Raná u Hlinska;01.07.2011 00:00:00;
539 73;Skuteč;01.07.2011 00:00:00;
539 74;Předhradí;01.07.2011 00:00:00;
539 76;Prosetín u Hlinska;01.07.2011 00:00:00;
541 01;Trutnov 1;01.07.2011 00:00:00;
541 02;Trutnov 4;01.07.2011 00:00:00;
541 03;Trutnov 3;01.07.2011 00:00:00;
542 01;Žacléř;15.08.2014 00:00:00;
542 03;Královec;01.07.2011 00:00:00;
542 04;Bernartice u Trutnova;01.07.2011 00:00:00;
542 11;Chvaleč;01.07.2011 00:00:00;
542 12;Radvanice v Čechách;01.07.2011 00:00:00;
542 13;Jívka;01.07.2011 00:00:00;
542 21;Pec pod Sněžkou;15.08.2014 00:00:00;
542 23;Mladé Buky;01.07.2011 00:00:00;
542 24;Svoboda nad Úpou;01.07.2011 00:00:00;
542 25;Janské Lázně;01.07.2011 00:00:00;
542 26;Horní Maršov;01.07.2011 00:00:00;
542 27;Výdejní místo Malá Úpa;15.08.2014 00:00:00;
542 32;Úpice;01.07.2011 00:00:00;
542 33;Rtyně v Podkrkonoší;01.07.2011 00:00:00;
542 34;Malé Svatoňovice;01.07.2011 00:00:00;
542 35;Velké Svatoňovice;01.07.2011 00:00:00;
542 36;Libňatov;01.07.2011 00:00:00;
542 37;Batňovice;01.07.2011 00:00:00;
542 41;Vlčice u Trutnova;01.07.2011 00:00:00;
542 42;Pilníkov;01.07.2011 00:00:00;
542 43;Staré Buky;01.07.2011 00:00:00;
543 01;Vrchlabí 1;01.07.2011 00:00:00;
543 02;Vrchlabí 4;01.07.2011 00:00:00;
543 03;Vrchlabí 3;01.07.2011 00:00:00;
543 41;Lánov;01.07.2011 00:00:00;
543 42;Dolní Dvůr;01.07.2011 00:00:00;
543 44;Černý Důl;01.07.2011 00:00:00;
543 51;Špindlerův Mlýn;01.07.2011 00:00:00;
543 52;Strážné;01.07.2011 00:00:00;
543 61;Kunčice nad Labem;01.07.2011 00:00:00;
543 62;Dolní Branná;01.07.2011 00:00:00;
543 71;Hostinné;01.07.2011 00:00:00;
543 72;Rudník u Vrchlabí;01.07.2011 00:00:00;
543 73;Výdejní místo Prosečné;15.08.2014 00:00:00;
543 74;Dolní Kalná;01.07.2011 00:00:00;
543 75;Dolní Olešnice;01.07.2011 00:00:00;
543 76;Partner Chotěvice;15.08.2014 00:00:00;
543 77;Čermná u Vrchlabí;01.07.2011 00:00:00;
544 01;Dvůr Králové nad Labem;15.08.2014 00:00:00;
544 04;Výdejní místo Žireč;15.08.2014 00:00:00;
544 42;Partner Choustníkovo Hradiště;15.08.2014 00:00:00;
544 43;Kuks;01.07.2011 00:00:00;
544 51;Doubravice u Dvora Králové n/Labem;15.08.2014 00:00:00;
544 52;Výdejní místo Bílé Poličany;15.08.2014 00:00:00;
544 54;Velký Vřešťov;01.07.2011 00:00:00;
544 55;Dubenec u Dvora Králové nad Labem;15.08.2014 00:00:00;
544 56;Hřibojedy;01.07.2011 00:00:00;
544 61;Partner Nemojov;15.08.2014 00:00:00;
544 62;Vítězná;01.07.2011 00:00:00;
544 64;Kocbeře;01.07.2011 00:00:00;
544 66;Partner Hajnice;15.08.2014 00:00:00;
544 72;Bílá Třemešná;01.07.2011 00:00:00;
544 74;Horní Brusnice;01.07.2011 00:00:00;
544 75;Mostek;01.07.2011 00:00:00;
544 77;Partner Borovnice;15.08.2014 00:00:00;
547 01;Náchod 1;01.07.2011 00:00:00;
549 01;Nové Město nad Metují 1;01.07.2011 00:00:00;
549 06;Bohuslavice nad Metují;01.07.2011 00:00:00;
549 07;Nahořany nad Metují;01.07.2011 00:00:00;
549 08;Partner Provodov-Šonov;15.08.2014 00:00:00;
549 11;Dolní Radechová;01.07.2011 00:00:00;
549 12;Výdejní místo Vysokov;15.08.2014 00:00:00;
549 21;Česká Čermná;01.07.2011 00:00:00;
549 22;Nový Hrádek;01.07.2011 00:00:00;
549 23;Výdejní místo Mezilesí;15.08.2014 00:00:00;
549 31;Hronov 1;01.07.2011 00:00:00;
549 32;Velké Poříčí;01.07.2011 00:00:00;
549 34;Hronov 4;01.07.2011 00:00:00;
549 36;Stárkov;01.07.2011 00:00:00;
549 37;Žďárky;01.07.2011 00:00:00;
549 41;Červený Kostelec;01.07.2011 00:00:00;
549 46;Horní Radechová;01.07.2011 00:00:00;
549 47;Výdejní místo Slatina nad Úpou;15.08.2014 00:00:00;
549 48;Studnice u Náchoda;01.07.2011 00:00:00;
549 52;Horní Adršpach;01.07.2011 00:00:00;
549 54;Police nad Metují;01.07.2011 00:00:00;
549 55;Žďár nad Metují;01.07.2011 00:00:00;
