PSC;NAZEV;PLATI_OD;PLATI_DO
687 74;Starý Hrozenkov;01.07.2011 00:00:00;
688 01;Uherský Brod 1;01.07.2011 00:00:00;
690 02;Břeclav 2;01.07.2011 00:00:00;
690 03;Břeclav 3;01.07.2011 00:00:00;
690 06;Břeclav 6;01.07.2011 00:00:00;
691 01;Moravský Žižkov;01.07.2011 00:00:00;
691 02;Velké Bílovice;01.07.2011 00:00:00;
691 03;Rakvice;01.07.2011 00:00:00;
691 04;Přítluky;01.07.2011 00:00:00;
691 05;Zaječí;01.07.2011 00:00:00;
691 06;Velké Pavlovice;01.07.2011 00:00:00;
691 07;Němčičky u Břeclavi;01.07.2011 00:00:00;
691 08;Bořetice u Hustopečí;01.07.2011 00:00:00;
691 09;Vrbice u Břeclavě;01.07.2011 00:00:00;
691 10;Kobylí na Moravě;01.07.2011 00:00:00;
691 11;Brumovice na Moravě;01.07.2011 00:00:00;
691 12;Boleradice;01.07.2011 00:00:00;
691 21;Sedlec u Mikulova;01.07.2011 00:00:00;
691 22;Pasohlávky;01.07.2011 00:00:00;
691 23;Pohořelice;01.07.2011 00:00:00;
691 24;Přibice;01.07.2011 00:00:00;
691 25;Vranovice;01.07.2011 00:00:00;
691 26;Pouzdřany;01.07.2011 00:00:00;
691 27;Popice;01.07.2011 00:00:00;
691 29;Dolní Věstonice;01.07.2011 00:00:00;
691 30;Vlasatice;01.07.2011 00:00:00;
691 41;Břeclav 4;01.07.2011 00:00:00;
691 42;Valtice;01.07.2011 00:00:00;
691 43;Hlohovec u Břeclavě;01.07.2011 00:00:00;
691 44;Lednice na Moravě;01.07.2011 00:00:00;
691 45;Podivín;01.07.2011 00:00:00;
691 46;Ladná;01.07.2011 00:00:00;
691 51;Lanžhot;01.07.2011 00:00:00;
691 52;Kostice u Břeclavě;01.07.2011 00:00:00;
691 53;Tvrdonice;01.07.2011 00:00:00;
691 54;Týnec u Břeclavě;01.07.2011 00:00:00;
691 55;Moravská Nová Ves;01.07.2011 00:00:00;
691 56;Hrušky;01.07.2011 00:00:00;
691 62;Uherčice u Hustopečí;01.07.2011 00:00:00;
691 63;Velké Němčice;01.07.2011 00:00:00;
691 64;Nosislav;01.07.2011 00:00:00;
691 65;Křepice u Hustopečí;01.07.2011 00:00:00;
691 67;Šakvice;01.07.2011 00:00:00;
691 71;Diváky;01.07.2011 00:00:00;
691 72;Klobouky u Brna;01.07.2011 00:00:00;
691 73;Krumvíř;01.07.2011 00:00:00;
691 74;Velké Hostěrádky;01.07.2011 00:00:00;
691 75;Borkovany;01.07.2011 00:00:00;
691 76;Šitbořice;01.07.2011 00:00:00;
691 81;Březí u Mikulova;01.07.2011 00:00:00;
691 82;Novosedly na Moravě;01.07.2011 00:00:00;
691 83;Drnholec;01.07.2011 00:00:00;
691 85;Dolní Dunajovice;01.07.2011 00:00:00;
691 86;Perná;01.07.2011 00:00:00;
691 88;Milovice u Mikulova;01.07.2011 00:00:00;
691 89;Bulhary;01.07.2011 00:00:00;
692 01;Mikulov na Moravě;01.07.2011 00:00:00;
693 01;Hustopeče u Brna;01.07.2011 00:00:00;
695 01;Hodonín 1;01.07.2011 00:00:00;
696 01;Rohatec;01.07.2011 00:00:00;
696 02;Ratíškovice;01.07.2011 00:00:00;
696 03;Dubňany;01.07.2011 00:00:00;
696 04;Svatobořice;01.07.2011 00:00:00;
696 05;Milotice u Kyjova;01.07.2011 00:00:00;
696 06;Vacenovice;01.07.2011 00:00:00;
696 11;Mutěnice;01.07.2011 00:00:00;
696 12;Hovorany;01.07.2011 00:00:00;
696 13;Šardice;01.07.2011 00:00:00;
696 14;Čejč;01.07.2011 00:00:00;
696 15;Čejkovice;01.07.2011 00:00:00;
696 16;Starý Poddvorov;01.07.2011 00:00:00;
696 17;Dolní Bojanovice;01.07.2011 00:00:00;
696 18;Lužice u Hodonína;01.07.2011 00:00:00;
696 19;Mikulčice;01.07.2011 00:00:00;
696 21;Prušánky;01.07.2011 00:00:00;
696 31;Bukovany u Hodonína;01.07.2011 00:00:00;
696 32;Ždánice;01.07.2011 00:00:00;
696 33;Archlebov;01.07.2011 00:00:00;
696 34;Žarošice;01.07.2011 00:00:00;
696 35;Dambořice;01.07.2011 00:00:00;
696 36;Násedlovice;01.07.2011 00:00:00;
696 37;Želetice u Kyjova;01.07.2011 00:00:00;
696 38;Strážovice;01.07.2011 00:00:00;
696 39;Lovčice u Kyjova;01.07.2011 00:00:00;
696 41;Vlkoš u Kyjova;01.07.2011 00:00:00;
696 42;Vracov;01.07.2011 00:00:00;
696 47;Žeravice;01.07.2011 00:00:00;
696 48;Ježov;01.07.2011 00:00:00;
696 49;Žádovice;01.07.2011 00:00:00;
696 50;Moravany u Kyjova;01.07.2011 00:00:00;
696 51;Kostelec u Kyjova;01.07.2011 00:00:00;
696 55;Kyjov 3;01.07.2011 00:00:00;
696 61;Vnorovy;01.07.2011 00:00:00;
696 62;Strážnice;01.07.2011 00:00:00;
696 63;Hroznová Lhota;01.07.2011 00:00:00;
696 64;Kněždub;01.07.2011 00:00:00;
696 65;Petrov u Hodonína;01.07.2011 00:00:00;
696 66;Sudoměřice nad Moravou;01.07.2011 00:00:00;
696 67;Radějov u Hodonína;01.07.2011 00:00:00;
696 71;Blatnice pod Svatým Antonínkem;15.08.2014 00:00:00;
696 72;Lipov;01.07.2011 00:00:00;
696 73;Hrubá Vrbka;01.07.2011 00:00:00;
696 74;Velká nad Veličkou;01.07.2011 00:00:00;
696 76;Louka nad Veličkou;01.07.2011 00:00:00;
696 81;Bzenec;01.07.2011 00:00:00;
696 83;Domanín;01.07.2011 00:00:00;
696 84;Těmice u Hodonína;01.07.2011 00:00:00;
696 85;Moravský Písek;01.07.2011 00:00:00;
697 01;Kyjov 1;01.07.2011 00:00:00;
698 01;Veselí nad Moravou;01.07.2011 00:00:00;
700 30;Ostrava 30;01.07.2011 00:00:00;
702 00;Ostrava 2;01.07.2011 00:00:00;
703 00;Ostrava 3;01.07.2011 00:00:00;
708 00;Ostrava 8;01.07.2011 00:00:00;
709 00;Ostrava 9;01.07.2011 00:00:00;
710 00;Ostrava 10;01.07.2011 00:00:00;
711 00;Ostrava 11;01.07.2011 00:00:00;
712 00;Ostrava 12;01.07.2011 00:00:00;
713 00;Ostrava 13;01.07.2011 00:00:00;
715 00;Ostrava 15;01.07.2011 00:00:00;
716 00;Ostrava 16;01.07.2011 00:00:00;
717 00;Ostrava 17;01.07.2011 00:00:00;
718 00;Ostrava 18;01.07.2011 00:00:00;
719 00;Ostrava 19;01.07.2011 00:00:00;
720 00;Ostrava 20;01.07.2011 00:00:00;
721 00;Ostrava 21;01.07.2011 00:00:00;
722 00;Ostrava 22;01.07.2011 00:00:00;
723 00;Ostrava 23;01.07.2011 00:00:00;
724 00;Ostrava 24;01.07.2011 00:00:00;
725 25;Ostrava 25;01.07.2011 00:00:00;
725 26;Ostrava 26;01.07.2011 00:00:00;
725 27;Ostrava 27;01.07.2011 00:00:00;
725 28;Ostrava 28;01.07.2011 00:00:00;
725 29;Ostrava 29;01.07.2011 00:00:00;
733 01;Karviná 1;01.07.2011 00:00:00;
734 01;Karviná 4;01.07.2011 00:00:00;
735 03;Karviná 3;01.07.2011 00:00:00;
735 06;Karviná 6;01.07.2011 00:00:00;
735 11;Orlová 1;01.07.2011 00:00:00;
735 14;Orlová 4;01.07.2011 00:00:00;
735 31;Bohumín 3;01.07.2011 00:00:00;
735 32;Rychvald;01.07.2011 00:00:00;
735 33;Doubrava;01.07.2011 00:00:00;
735 34;Stonava;01.07.2011 00:00:00;
735 35;Horní Suchá;01.07.2011 00:00:00;
735 41;Petřvald u Karviné;01.07.2011 00:00:00;
735 42;Těrlicko;01.07.2011 00:00:00;
735 43;Albrechtice u Českého Těšína;15.08.2014 00:00:00;
735 51;Bohumín 5;01.07.2011 00:00:00;
735 52;Bohumín 4;01.07.2011 00:00:00;
735 53;Dolní Lutyně;01.07.2011 00:00:00;
735 61;Chotěbuz;01.07.2011 00:00:00;
735 62;Český Těšín 6;01.07.2011 00:00:00;
735 64;Havířov 4;01.07.2011 00:00:00;
735 71;Dětmarovice;01.07.2011 00:00:00;
735 72;Petrovice u Karviné;01.07.2011 00:00:00;
735 81;Bohumín 1;01.07.2011 00:00:00;
736 01;Havířov 1;01.07.2011 00:00:00;
737 01;Český Těšín 1;01.07.2011 00:00:00;
738 01;Frýdek-Místek 1;01.07.2011 00:00:00;
739 01;Baška;01.07.2011 00:00:00;
739 04;Pražmo;01.07.2011 00:00:00;
739 11;Frýdlant nad Ostravicí;01.07.2011 00:00:00;
739 12;Čeladná;01.07.2011 00:00:00;
739 13;Kunčice pod Ondřejníkem;01.07.2011 00:00:00;
739 14;Ostravice;01.07.2011 00:00:00;
739 15;Staré Hamry;01.07.2011 00:00:00;
739 21;Paskov;01.07.2011 00:00:00;
739 23;Stará Ves nad Ondřejnicí;01.07.2011 00:00:00;
739 24;Krmelín;01.07.2011 00:00:00;
739 25;Sviadnov;01.07.2011 00:00:00;
739 32;Vratimov 1;01.07.2011 00:00:00;
739 34;Šenov u Ostravy;01.07.2011 00:00:00;
739 36;Sedliště;01.07.2011 00:00:00;
739 37;Horní Bludovice;01.07.2011 00:00:00;
739 38;Dolní Domaslavice;01.07.2011 00:00:00;
739 39;Lučina;01.07.2011 00:00:00;
739 41;Palkovice;01.07.2011 00:00:00;
739 42;Frýdek-Místek 8;01.07.2011 00:00:00;
739 43;Staříč;01.07.2011 00:00:00;
739 44;Brušperk;01.07.2011 00:00:00;
739 45;Fryčovice;01.07.2011 00:00:00;
739 46;Hukvaldy;01.07.2011 00:00:00;
739 47;Kozlovice;01.07.2011 00:00:00;
739 49;Metylovice;01.07.2011 00:00:00;
739 51;Dobrá;01.07.2011 00:00:00;
739 53;Hnojník;01.07.2011 00:00:00;
739 55;Smilovice u Třince;01.07.2011 00:00:00;
739 59;Střítež u Českého Těšína;01.07.2011 00:00:00;
739 61;Třinec 1;01.07.2011 00:00:00;
739 81;Milíkov u Jablunkova;01.07.2011 00:00:00;
739 84;Písek u Jablunkova;01.07.2011 00:00:00;
739 85;Bukovec;01.07.2011 00:00:00;
739 91;Jablunkov;01.07.2011 00:00:00;
739 92;Návsí;01.07.2011 00:00:00;
739 94;Vendryně;01.07.2011 00:00:00;
739 95;Bystřice nad Olší;01.07.2011 00:00:00;
739 97;Hrádek nad Olší;01.07.2011 00:00:00;
739 98;Mosty u Jablunkova;01.07.2011 00:00:00;
741 01;Nový Jičín 1;01.07.2011 00:00:00;
742 01;Suchdol nad Odrou;01.07.2011 00:00:00;
742 13;Studénka 3;01.07.2011 00:00:00;
742 21;Kopřivnice;15.08.2014 00:00:00;
742 31;Starý Jičín;01.07.2011 00:00:00;
742 33;Jeseník nad Odrou;01.07.2011 00:00:00;
742 35;Odry;01.07.2011 00:00:00;
742 36;Partner Jakubčovice nad Odrou;15.08.2014 00:00:00;
742 37;Spálov;01.07.2011 00:00:00;
742 42;Šenov u Nového Jičína;01.07.2011 00:00:00;
742 43;Pustějov;01.07.2011 00:00:00;
742 45;Fulnek 1;01.07.2011 00:00:00;
742 47;Hladké Životice;01.07.2011 00:00:00;
742 51;Mošnov;15.08.2014 00:00:00;
742 53;Kunín;01.07.2011 00:00:00;
742 54;Bartošovice na Moravě;01.07.2011 00:00:00;
742 55;Albrechtičky;01.07.2011 00:00:00;
742 56;Sedlnice;01.07.2011 00:00:00;
742 57;Libhošť;01.07.2011 00:00:00;
742 58;Příbor;01.07.2011 00:00:00;
742 60;Petřvald u Nového Jičína;01.07.2011 00:00:00;
742 65;Rybí;01.07.2011 00:00:00;
742 66;Štramberk;01.07.2011 00:00:00;
742 67;Ženklava;01.07.2011 00:00:00;
742 71;Hodslavice;01.07.2011 00:00:00;
742 72;Mořkov;01.07.2011 00:00:00;
742 73;Veřovice;01.07.2011 00:00:00;
742 74;Tichá;01.07.2011 00:00:00;
742 75;Lichnov u Nového Jičína;01.07.2011 00:00:00;
742 81;Bravantice;01.07.2011 00:00:00;
742 82;Jistebník;01.07.2011 00:00:00;
742 83;Klimkovice;01.07.2011 00:00:00;
742 85;Vřesina u Bílovce;01.07.2011 00:00:00;
742 91;Velké Albrechtice;01.07.2011 00:00:00;
742 92;Bílovec 5;01.07.2011 00:00:00;
742 93;Slatina u Bílovce;01.07.2011 00:00:00;
743 01;Bílovec 1;01.07.2011 00:00:00;
744 01;Frenštát pod Radhoštěm;01.07.2011 00:00:00;
746 01;Opava 1;01.07.2011 00:00:00;
747 05;Opava 5;01.07.2011 00:00:00;
747 06;Opava 6;01.07.2011 00:00:00;
747 07;Opava 7;01.07.2011 00:00:00;
747 11;Kozmice u Hlučína;01.07.2011 00:00:00;
747 14;Ludgeřovice;01.07.2011 00:00:00;
747 15;Šilheřovice;01.07.2011 00:00:00;
747 16;Hať u Hlučína;01.07.2011 00:00:00;
747 17;Darkovice;01.07.2011 00:00:00;
747 18;Píšť;01.07.2011 00:00:00;
747 19;Bohuslavice u Hlučína;01.07.2011 00:00:00;
747 20;Vřesina u Hlučína;01.07.2011 00:00:00;
747 21;Kravaře u Hlučína;01.07.2011 00:00:00;
747 22;Dolní Benešov;01.07.2011 00:00:00;
747 23;Bolatice;01.07.2011 00:00:00;
747 24;Chuchelná;01.07.2011 00:00:00;
747 25;Sudice;01.07.2011 00:00:00;
747 27;Kobeřice;01.07.2011 00:00:00;
747 28;Štěpánkovice;01.07.2011 00:00:00;
747 31;Velké Hoštice;01.07.2011 00:00:00;
747 33;Oldřišov;01.07.2011 00:00:00;
747 35;Hněvošice;01.07.2011 00:00:00;
747 41;Hradec nad Moravicí;01.07.2011 00:00:00;
747 43;Větřkovice u Vítkova;01.07.2011 00:00:00;
747 44;Březová u Vítkova;01.07.2011 00:00:00;
747 45;Skřipov u Opavy;01.07.2011 00:00:00;
747 47;Vítkov 3;01.07.2011 00:00:00;
747 51;Výdejní místo Stěbořice;15.08.2014 00:00:00;
747 52;Hlavnice;01.07.2011 00:00:00;
747 53;Jakartovice;01.07.2011 00:00:00;
747 54;Mladecko;01.07.2011 00:00:00;
747 55;Litultovice;01.07.2011 00:00:00;
747 56;Dolní Životice;01.07.2011 00:00:00;
747 57;Slavkov u Opavy;01.07.2011 00:00:00;
747 61;Raduň;01.07.2011 00:00:00;
747 62;Mokré Lazce;01.07.2011 00:00:00;
747 63;Hrabyně 1;01.07.2011 00:00:00;
747 64;Velká Polom;01.07.2011 00:00:00;
747 66;Dolní Lhota;01.07.2011 00:00:00;
747 67;Hrabyně 3;01.07.2011 00:00:00;
747 68;Kyjovice;01.07.2011 00:00:00;
747 69;Pustá Polom;01.07.2011 00:00:00;
747 70;Opava 9;01.07.2011 00:00:00;
747 71;Brumovice u Opavy;01.07.2011 00:00:00;
747 73;Vávrovice;01.07.2011 00:00:00;
747 74;Neplachovice;01.07.2011 00:00:00;
747 75;Velké Heraltice;01.07.2011 00:00:00;
747 81;Otice;01.07.2011 00:00:00;
747 82;Štáblovice;01.07.2011 00:00:00;
747 84;Melč;01.07.2011 00:00:00;
747 86;Kružberk;01.07.2011 00:00:00;
747 87;Budišov nad Budišovkou;01.07.2011 00:00:00;
747 91;Štítina;01.07.2011 00:00:00;
747 92;Háj ve Slezsku;01.07.2011 00:00:00;
747 94;Děhylov;01.07.2011 00:00:00;
747 95;Suché Lazce;01.07.2011 00:00:00;
748 01;Hlučín;01.07.2011 00:00:00;
749 01;Vítkov 1;01.07.2011 00:00:00;
750 02;Přerov 2;01.07.2011 00:00:00;
751 01;Tovačov;01.07.2011 00:00:00;
751 02;Troubky nad Bečvou;01.07.2011 00:00:00;
751 03;Brodek u Přerova;01.07.2011 00:00:00;
751 04;Rokytnice u Přerova;01.07.2011 00:00:00;
751 05;Kokory;01.07.2011 00:00:00;
751 11;Radslavice;01.07.2011 00:00:00;
751 14;Dřevohostice;01.07.2011 00:00:00;
751 15;Domaželice u Přerova;01.07.2011 00:00:00;
751 16;Želatovice;01.07.2011 00:00:00;
751 17;Horní Moštěnice;01.07.2011 00:00:00;
751 18;Říkovice;01.07.2011 00:00:00;
751 19;Vlkoš u Přerova;01.07.2011 00:00:00;
751 21;Prosenice;01.07.2011 00:00:00;
751 22;Osek nad Bečvou;01.07.2011 00:00:00;
751 23;Dolní Újezd u Lipníka nad Bečvou;15.08.2014 00:00:00;
751 24;Přerov 4;01.07.2011 00:00:00;
751 25;Veselíčko u Lipníka nad Bečvou;15.08.2014 00:00:00;
751 27;Výdejní místo Penčice;15.08.2014 00:00:00;
751 31;Lipník nad Bečvou;01.07.2011 00:00:00;
751 44;Polkovice;01.07.2011 00:00:00;
752 01;Kojetín;01.07.2011 00:00:00;
753 01;Hranice 1;01.07.2011 00:00:00;
753 52;Skalička u Hranic;01.07.2011 00:00:00;
753 53;Všechovice;01.07.2011 00:00:00;
753 54;Soběchleby;01.07.2011 00:00:00;
753 55;Partner Paršovice;15.08.2014 00:00:00;
753 56;Opatovice u Hranic;01.07.2011 00:00:00;
753 61;Hranice 4;01.07.2011 00:00:00;
753 62;Potštát;01.07.2011 00:00:00;
753 63;Střítež nad Ludinou;01.07.2011 00:00:00;
753 64;Bělotín;01.07.2011 00:00:00;
753 66;Hustopeče nad Bečvou;01.07.2011 00:00:00;
753 67;Milotice nad Bečvou;01.07.2011 00:00:00;
753 68;Černotín;01.07.2011 00:00:00;
755 01;Vsetín 1;01.07.2011 00:00:00;
756 01;Hovězí;01.07.2011 00:00:00;
756 02;Huslenky;01.07.2011 00:00:00;
756 03;Halenkov;01.07.2011 00:00:00;
756 04;Nový Hrozenkov;01.07.2011 00:00:00;
756 05;Karolinka;01.07.2011 00:00:00;
756 06;Velké Karlovice;01.07.2011 00:00:00;
756 07;Zděchov;01.07.2011 00:00:00;
756 11;Valašská Polanka;01.07.2011 00:00:00;
756 12;Horní Lideč;01.07.2011 00:00:00;
756 13;Prlov;01.07.2011 00:00:00;
756 14;Francova Lhota;01.07.2011 00:00:00;
756 21;Ratiboř u Vsetína;01.07.2011 00:00:00;
756 22;Hošťálková u Vsetína;01.07.2011 00:00:00;
756 23;Jablůnka nad Bečvou;01.07.2011 00:00:00;
756 24;Bystřička;01.07.2011 00:00:00;
756 25;Partner Růžďka;15.08.2014 00:00:00;
756 27;Valašská Bystřice;01.07.2011 00:00:00;
756 31;Liptál;01.07.2011 00:00:00;
756 41;Lešná;01.07.2011 00:00:00;
756 42;Choryně;01.07.2011 00:00:00;
756 43;Kelč;01.07.2011 00:00:00;
756 44;Loučka u Valašského Meziříčí;15.08.2014 00:00:00;
756 45;Branky;01.07.2011 00:00:00;
756 51;Zašová;01.07.2011 00:00:00;
756 52;Partner Střítež nad Bečvou;15.08.2014 00:00:00;
756 53;Vidče;01.07.2011 00:00:00;
756 54;Zubří;01.07.2011 00:00:00;
756 55;Dolní Bečva;01.07.2011 00:00:00;
756 56;Prostřední Bečva;01.07.2011 00:00:00;
756 57;Horní Bečva;01.07.2011 00:00:00;
756 61;Rožnov pod Radhoštěm 1;01.07.2011 00:00:00;
756 62;Hutisko-Solanec;01.07.2011 00:00:00;
756 63;Krhová;15.08.2014 00:00:00;
757 01;Valašské Meziříčí 1;01.07.2011 00:00:00;
760 01;Zlín 1;01.07.2011 00:00:00;
760 05;Zlín 5;01.07.2011 00:00:00;
763 01;Mysločovice;01.07.2011 00:00:00;
763 02;Zlín 4;01.07.2011 00:00:00;
763 07;Velký Ořechov;01.07.2011 00:00:00;
763 10;Hvozdná;01.01.2014 00:00:00;
763 11;Želechovice nad Dřevnicí;01.07.2011 00:00:00;
763 12;Vizovice;01.07.2011 00:00:00;
763 13;Jasenná u Vizovic;01.07.2011 00:00:00;
763 14;Zlín 12;01.07.2011 00:00:00;
763 15;Slušovice;01.07.2011 00:00:00;
763 16;Fryšták;01.07.2011 00:00:00;
763 17;Lukov u Zlína;01.07.2011 00:00:00;
763 18;Trnava u Zlína;01.07.2011 00:00:00;
763 19;Kašava;01.07.2011 00:00:00;
763 21;Slavičín;01.07.2011 00:00:00;
763 23;Dolní Lhota u Luhačovic;01.07.2011 00:00:00;
763 24;Vlachovice;01.07.2011 00:00:00;
763 25;Újezd u Valašských Klobouk;15.08.2014 00:00:00;
763 26;Luhačovice;01.07.2011 00:00:00;
763 31;Brumov-Bylnice;15.08.2014 00:00:00;
763 32;Nedašov;01.07.2011 00:00:00;
763 33;Štítná nad Vláří;01.07.2011 00:00:00;
763 34;Brumov-Bylnice 3;01.07.2013 00:00:00;
763 41;Biskupice u Luhačovic;01.07.2011 00:00:00;
763 45;Březůvky;01.07.2011 00:00:00;
763 51;Bohuslavice u Zlína;01.07.2011 00:00:00;
763 61;Napajedla;01.07.2011 00:00:00;
763 62;Tlumačov;01.07.2011 00:00:00;
763 63;Halenkovice;01.07.2011 00:00:00;
763 64;Spytihněv;01.07.2011 00:00:00;
765 02;Otrokovice 2;01.07.2011 00:00:00;
766 01;Valašské Klobouky;01.07.2011 00:00:00;
767 01;Kroměříž 1;01.07.2011 00:00:00;
768 01;Výdejní místo Jarohněvice;15.08.2014 00:00:00;
768 02;Zdounky;01.07.2011 00:00:00;
768 03;Roštín;01.07.2011 00:00:00;
768 04;Střílky;01.07.2011 00:00:00;
768 05;Koryčany;01.07.2011 00:00:00;
768 11;Chropyně;01.07.2011 00:00:00;
768 12;Rataje u Kroměříže;01.07.2011 00:00:00;
768 13;Litenčice;01.07.2011 00:00:00;
768 21;Kvasice;01.07.2011 00:00:00;
768 23;Břest;01.07.2011 00:00:00;
768 24;Hulín;01.07.2011 00:00:00;
768 31;Zlobice;01.07.2011 00:00:00;
768 32;Zborovice;01.07.2011 00:00:00;
768 33;Morkovice-Slížany;01.07.2011 00:00:00;
768 34;Pačlavice;01.07.2011 00:00:00;
768 41;Bystřice pod Hostýnem 7;01.07.2011 00:00:00;
768 42;Prusinovice;01.07.2011 00:00:00;
768 43;Kostelec u Holešova;01.07.2011 00:00:00;
768 45;Rusava;01.07.2011 00:00:00;
768 52;Míškovice u Holešova;01.07.2011 00:00:00;
768 61;Bystřice pod Hostýnem 1;01.07.2011 00:00:00;
768 71;Rajnochovice;01.07.2011 00:00:00;
768 72;Chvalčov;01.07.2011 00:00:00;
768 75;Loukov u Kroměříže;01.07.2011 00:00:00;
769 01;Holešov;01.07.2011 00:00:00;
779 00;Olomouc 9;01.07.2011 00:00:00;
783 01;Olomouc 18;01.07.2011 00:00:00;
783 05;Horní Loděnice;01.07.2011 00:00:00;
783 06;Domašov nad Bystřicí;01.07.2011 00:00:00;
783 13;Štěpánov u Olomouce;01.07.2011 00:00:00;
783 14;Bohuňovice;01.07.2011 00:00:00;
783 16;Dolany u Olomouce;01.07.2011 00:00:00;
783 21;Chudobín;01.07.2011 00:00:00;
783 22;Cholina;01.07.2011 00:00:00;
783 24;Slavětín u Litovle;01.07.2011 00:00:00;
783 25;Bouzov;01.07.2011 00:00:00;
783 32;Náklo;01.07.2011 00:00:00;
783 33;Příkazy;01.07.2011 00:00:00;
783 35;Horka nad Moravou;01.07.2011 00:00:00;
783 36;Křelov-Břuchotín;01.07.2011 00:00:00;
783 42;Slatinice;01.07.2011 00:00:00;
783 44;Náměšť na Hané;01.07.2011 00:00:00;
783 45;Senice na Hané;01.07.2011 00:00:00;
783 46;Těšetice;01.07.2011 00:00:00;
783 47;Hněvotín;01.07.2011 00:00:00;
783 49;Lutín;01.07.2011 00:00:00;
783 53;Velká Bystřice;01.07.2011 00:00:00;
783 54;Přáslavice;01.07.2011 00:00:00;
783 55;Velký Újezd;01.07.2011 00:00:00;
783 56;Doloplazy;01.07.2011 00:00:00;
783 57;Tršice;01.07.2011 00:00:00;
783 61;Hlubočky 1;01.07.2011 00:00:00;
783 65;Hlubočky 3;01.07.2011 00:00:00;
783 72;Velký Týnec 1;01.07.2011 00:00:00;
783 73;Grygov;01.07.2011 00:00:00;
783 75;Dub nad Moravou;01.07.2011 00:00:00;
783 83;Troubelice;01.07.2011 00:00:00;
783 85;Šumvald u Uničova;01.07.2011 00:00:00;
783 86;Dlouhá Loučka;01.07.2011 00:00:00;
783 91;Uničov 1;01.07.2011 00:00:00;
783 96;Újezd u Uničova;01.07.2011 00:00:00;
783 97;Paseka u Šternberka;01.07.2011 00:00:00;
784 01;Litovel;01.07.2011 00:00:00;
785 01;Šternberk 1;01.07.2011 00:00:00;
787 01;Šumperk 1;01.07.2011 00:00:00;
788 01;Oskava;01.07.2011 00:00:00;
788 03;Nový Malín;01.07.2011 00:00:00;
788 04;Hrabišín;01.07.2011 00:00:00;
788 05;Libina;01.07.2011 00:00:00;
788 11;Loučná nad Desnou;01.07.2011 00:00:00;
788 13;Vikýřovice;01.07.2011 00:00:00;
788 14;Rapotín;01.07.2011 00:00:00;
788 15;Velké Losiny;01.07.2011 00:00:00;
788 16;Petrov nad Desnou;01.07.2011 00:00:00;
788 20;Dolní Studénky;01.07.2011 00:00:00;
788 21;Sudkov;01.07.2011 00:00:00;
788 23;Jindřichov u Šumperka;01.07.2011 00:00:00;
788 25;Výdejní místo Branná;15.08.2014 00:00:00;
788 32;Staré Město pod Sněžníkem;01.07.2011 00:00:00;
788 33;Hanušovice;01.07.2011 00:00:00;
789 01;Zábřeh;01.07.2011 00:00:00;
789 61;Bludov;01.07.2011 00:00:00;
789 62;Olšany u Šumperka;01.07.2011 00:00:00;
789 63;Ruda nad Moravou;01.07.2011 00:00:00;
789 64;Bohdíkov;01.07.2011 00:00:00;
789 69;Postřelmov;01.07.2011 00:00:00;
789 71;Leština u Zábřeha;01.07.2011 00:00:00;
789 72;Dubicko;01.07.2011 00:00:00;
789 73;Úsov;01.07.2011 00:00:00;
789 74;Rohle;01.07.2011 00:00:00;
789 75;Brníčko u Zábřeha;01.07.2011 00:00:00;
789 82;Moravičany;01.07.2011 00:00:00;
789 83;Loštice;01.07.2011 00:00:00;
789 85;Mohelnice;01.07.2011 00:00:00;
789 91;Štíty;01.07.2011 00:00:00;
790 01;Jeseník 1;01.07.2011 00:00:00;
790 51;Supíkovice;01.07.2011 00:00:00;
790 52;Velké Kunětice;01.07.2011 00:00:00;
790 53;Stará Červená Voda;01.07.2011 00:00:00;
790 54;Černá Voda;01.07.2011 00:00:00;
790 55;Vidnava;01.07.2011 00:00:00;
790 57;Bernartice u Javorníka;01.07.2011 00:00:00;
790 58;Velká Kraš;01.07.2011 00:00:00;
790 61;Lipová-lázně 1;01.07.2011 00:00:00;
790 63;Lipová-lázně 3;01.07.2011 00:00:00;
790 64;Vápenná;01.07.2011 00:00:00;
790 65;Žulová;01.07.2011 00:00:00;
790 69;Bílá Voda u Javorníka;01.07.2011 00:00:00;
790 70;Javorník u Jeseníku;01.07.2011 00:00:00;
790 81;Česká Ves;01.07.2011 00:00:00;
790 82;Písečná u Jeseníku;01.07.2011 00:00:00;
790 84;Mikulovice u Jeseníku 1;01.07.2011 00:00:00;
792 01;Bruntál 1;01.07.2011 00:00:00;
793 02;Lomnice u Rýmařova;01.07.2011 00:00:00;
793 03;Dětřichov nad Bystřicí;01.07.2011 00:00:00;
793 05;Moravský Beroun;01.07.2011 00:00:00;
793 12;Horní Benešov;01.07.2011 00:00:00;
793 15;Lichnov u Bruntálu;01.07.2011 00:00:00;
793 16;Zátor;01.07.2011 00:00:00;
793 23;Karlovice;01.07.2011 00:00:00;
793 24;Karlova Studánka;01.07.2011 00:00:00;
793 26;Vrbno pod Pradědem;01.07.2011 00:00:00;
793 31;Světlá Hora;01.07.2011 00:00:00;
793 36;Malá Morávka;01.07.2011 00:00:00;
793 42;Janovice u Rýmařova;01.07.2011 00:00:00;
793 44;Horní Město;01.07.2011 00:00:00;
793 51;Břidličná;01.07.2011 00:00:00;
793 56;Ryžoviště;01.07.2011 00:00:00;
